index,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
7505.0,"Willie Snead",15,69,984,14.3,65.6,350,3,63,6,2,101,1,68.3%,2,1,44,63.8%,2015.0,NO
7506.0,"Travis Benjamin",16,68,966,14.2,60.4,349,5,61,7,3,125,3,54.4%,1,1,39,57.4%,2015.0,CLE
7508.0,"Kamar Aiken",16,75,944,12.6,59.0,190,5,48,8,1,127,2,59.1%,1,1,53,70.7%,2015.0,BAL
7509.0,"Michael Crabtree",16,85,922,10.9,57.6,284,9,38,9,3,146,8,58.2%,1,0,45,52.9%,2015.0,OAK
7510.0,"James Jones",16,50,890,17.8,55.6,263,8,65,15,3,99,3,50.5%,1,0,39,78.0%,2015.0,GB
7512.0,"Zach Ertz",15,75,853,11.4,56.9,321,2,60,4,2,112,4,67.0%,1,1,39,52.0%,2015.0,PHI
7514.0,"Terrance Williams",16,52,840,16.2,52.5,279,3,42,8,1,93,4,55.9%,0,0,36,69.2%,2015.0,DAL
7515.0,"Randall Cobb",16,79,829,10.5,51.8,448,6,53,6,1,129,6,61.2%,0,0,42,53.2%,2015.0,GB
7516.0,"Benjamin Watson",16,74,825,11.2,51.6,237,6,46,7,2,110,5,67.3%,1,1,42,56.8%,2015.0,NO
7517.0,"Marvin Jones",16,65,816,12.6,51.0,295,4,47,8,0,103,2,63.1%,0,0,33,50.8%,2015.0,CIN
7518.0,"Golden Tate",16,90,813,9.0,50.8,547,6,43,3,0,128,3,70.3%,1,1,50,55.6%,2015.0,DET
7519.0,"Alshon Jeffery",9,54,807,14.9,89.7,188,4,50,8,4,94,4,57.4%,1,0,43,79.6%,2015.0,CHI
7520.0,"Rueben Randle",16,57,797,14.0,49.8,207,8,72,8,1,90,3,63.3%,0,0,35,61.4%,2015.0,NYG
7521.0,"Anquan Boldin",14,69,789,11.4,56.4,291,4,51,10,2,111,2,62.2%,1,1,35,50.7%,2015.0,SF
7523.0,"Martavis Bryant",11,50,765,15.3,69.5,335,6,88,8,3,92,9,54.3%,1,1,25,50.0%,2015.0,PIT
7524.0,"Danny Woodhead",16,80,755,9.4,47.2,737,6,61,4,0,106,4,75.5%,0,0,39,48.8%,2015.0,SD
7525.0,"Markus Wheaton",16,44,749,17.0,46.8,159,5,72,8,1,79,2,55.7%,0,0,32,72.7%,2015.0,PIT
7526.0,"Ted Ginn Jr.",15,44,739,16.8,49.3,219,10,74,7,1,96,10,45.8%,0,0,36,81.8%,2015.0,CAR
7527.0,"Donte Moncrief",16,64,733,11.5,45.8,263,6,33,5,2,105,2,61.0%,0,0,40,62.5%,2015.0,IND
7528.0,"Keenan Allen",8,67,725,10.8,90.6,255,4,38,4,3,89,1,75.3%,0,0,34,50.7%,2015.0,SD
7529.0,"Stefon Diggs",13,52,720,13.9,55.4,297,4,40,10,2,84,2,61.9%,2,0,31,59.6%,2015.0,MIN
7530.0,"Jason Witten",16,77,713,9.3,44.6,237,3,35,2,0,104,0,74.0%,1,1,36,46.8%,2015.0,DAL
7469.0,"Charcandrick West",6,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-,2014.0,KAN
7496.0,"Jeremy Maclin",15,87,1088,12.5,72.5,332,8,61,10,3,124,2,70.2%,2,1,49,56.3%,2015.0,KAN
7511.0,"Travis Kelce",16,72,875,12.2,54.7,536,5,42,8,1,103,4,69.9%,2,2,40,55.6%,2015.0,KAN
7507.0,"Jordan Reed",14,87,952,10.9,68.0,484,11,32,8,2,114,2,76.3%,3,2,54,62.1%,2015.0,WAS
7522.0,"Pierre Garcon",16,72,777,10.8,48.6,162,6,39,3,0,111,1,64.9%,0,0,43,59.7%,2015.0,WAS
7531.0,"Theo Riddick",16,80,697,8.7,43.6,645,3,34,2,0,99,0,80.8%,0,0,32,40.0%,2015.0,DET
7532.0,"Julian Edelman",9,61,692,11.3,76.9,325,7,59,3,1,88,8,69.3%,1,1,37,60.7%,2015.0,NE
7533.0,"Jermaine Kearse",16,49,685,14.0,42.8,220,5,50,5,1,68,1,72.1%,1,0,32,65.3%,2015.0,SEA
7534.0,"Kenny Britt",16,36,681,18.9,42.6,221,3,60,9,1,72,3,50.0%,0,0,29,80.6%,2015.0,STL
7535.0,"Steve Smith Sr.",7,46,670,14.6,95.7,258,3,50,6,3,73,1,63.0%,0,0,28,60.9%,2015.0,BAL
7536.0,"Tyler Lockett",16,51,664,13.0,41.5,252,6,49,6,1,69,2,73.9%,0,0,31,60.8%,2015.0,SEA
7537.0,"Torrey Smith",16,33,663,20.1,41.4,229,4,76,8,1,62,3,53.2%,0,0,23,69.7%,2015.0,SF
7538.0,"Rishard Matthews",11,43,662,15.4,60.2,246,4,53,4,2,61,4,70.5%,0,0,31,72.1%,2015.0,MIA
7539.0,"Nate Washington",14,47,658,14.0,47.0,162,4,49,6,2,94,6,50.0%,0,0,33,70.2%,2015.0,HOU
7540.0,"Jacob Tamme",15,59,657,11.1,43.8,222,1,41,4,1,81,1,72.8%,0,0,31,52.5%,2015.0,ATL
7541.0,"Danny Amendola",14,65,648,10.0,46.3,262,3,41,3,2,87,2,74.7%,0,0,32,49.2%,2015.0,NE
7542.0,"Antonio Gates",11,56,630,11.3,57.3,229,5,40,4,0,85,2,65.9%,0,0,33,58.9%,2015.0,SD
7543.0,"Tyler Eifert",13,52,615,11.8,47.3,203,13,31,3,1,74,6,70.3%,0,0,38,73.1%,2015.0,CIN
7544.0,"Jimmy Graham",11,48,605,12.6,55.0,228,2,45,6,1,74,1,64.9%,0,0,29,60.4%,2015.0,SEA
7546.0,"Devonta Freeman",15,73,578,7.9,38.5,446,3,44,2,0,97,7,75.3%,1,1,21,28.8%,2015.0,ATL
7547.0,"Malcom Floyd",15,30,561,18.7,37.4,96,3,70,8,0,69,1,43.5%,1,1,19,63.3%,2015.0,SD
7548.0,"Charles Sims",16,51,561,11.0,35.1,486,4,56,3,0,70,1,72.9%,1,1,22,43.1%,2015.0,TB
7549.0,"Robert Woods",14,47,552,11.7,39.4,137,3,37,4,1,80,2,58.8%,2,1,27,57.4%,2015.0,BUF
7550.0,"Dorial Green-Beckham",16,32,549,17.2,34.3,133,4,47,6,2,67,4,47.8%,0,0,30,93.8%,2015.0,TEN
7551.0,"Vincent Jackson",10,33,543,16.5,54.3,113,3,36,2,1,63,1,52.4%,0,0,28,84.8%,2015.0,TB
7552.0,"Eric Ebron",14,47,537,11.4,38.4,289,5,55,3,0,70,5,67.1%,0,0,27,57.4%,2015.0,DET
7553.0,"Cole Beasley",16,52,536,10.3,33.5,309,5,30,2,1,75,3,69.3%,1,1,31,59.6%,2015.0,DAL
7554.0,"Heath Miller",15,60,535,8.9,35.7,215,2,27,3,1,81,0,74.1%,0,0,29,48.3%,2015.0,PIT
7555.0,"Duke Johnson Jr.",16,61,534,8.8,33.4,473,2,52,4,0,74,2,82.4%,1,0,23,37.7%,2015.0,CLE
7557.0,"Charles Clay",13,51,528,10.4,40.6,244,3,40,5,1,77,4,66.2%,1,0,26,51.0%,2015.0,BUF
7558.0,"Brian Hartline",12,46,523,11.4,43.6,151,2,41,2,1,77,5,59.7%,1,0,30,65.2%,2015.0,CLE
7559.0,"Marques Colston",13,45,520,11.6,40.0,193,4,53,2,1,67,3,67.2%,0,0,26,57.8%,2015.0,NO
7560.0,"Owen Daniels",16,46,517,11.2,32.3,266,3,37,5,1,77,5,59.7%,0,0,27,58.7%,2015.0,DEN
7561.0,"Brandon LaFell",11,37,515,13.9,46.8,247,0,54,6,1,74,6,50.0%,0,0,22,59.5%,2015.0,NE
7562.0,"Richard Rodgers",16,58,510,8.8,31.9,219,8,61,4,1,85,2,68.2%,0,0,27,46.6%,2015.0,GB
7563.0,"Roddy White",16,43,506,11.8,31.6,111,1,25,1,0,70,3,61.4%,0,0,27,62.8%,2015.0,ATL
7564.0,"Andre Johnson",16,41,503,12.3,31.4,153,4,35,3,0,77,4,53.2%,0,0,31,75.6%,2015.0,IND
7565.0,"Stevie Johnson",10,45,497,11.0,49.7,266,3,34,3,0,65,3,69.2%,1,0,29,64.4%,2015.0,SD
7566.0,"Kyle Rudolph",16,49,495,10.1,30.9,197,5,47,4,1,73,2,67.1%,0,0,25,51.0%,2015.0,MIN
7567.0,"Shane Vereen",16,59,494,8.4,30.9,433,4,37,1,0,81,3,72.8%,1,0,23,39.0%,2015.0,NYG
7568.0,"DeVante Parker",14,26,494,19.0,35.3,114,3,49,7,1,50,3,52.0%,0,0,20,76.9%,2015.0,MIA
7569.0,"Coby Fleener",16,54,491,9.1,30.7,176,3,57,4,0,84,3,64.3%,0,0,23,42.6%,2015.0,IND
7570.0,"Dontrelle Inman",14,35,486,13.9,34.7,174,3,68,4,0,63,1,55.6%,2,1,21,60.0%,2015.0,SD
7571.0,"Jerricho Cotchery",14,39,485,12.4,34.6,191,3,59,2,0,54,1,72.2%,0,0,26,66.7%,2015.0,CAR
7572.0,"Cecil Shorts III",11,42,484,11.5,44.0,224,2,42,3,0,75,5,56.0%,1,1,27,64.3%,2015.0,III
7573.0,"Davante Adams",13,50,483,9.7,37.2,152,1,40,3,0,94,6,53.2%,0,0,20,40.0%,2015.0,GB
7574.0,"Jared Cook",16,39,481,12.3,30.1,215,0,49,5,0,75,4,52.0%,2,1,19,48.7%,2015.0,STL
7575.0,"Seth Roberts",16,32,480,15.0,30.0,134,5,43,6,1,55,4,58.2%,0,0,21,65.6%,2015.0,OAK
7576.0,"Mike Wallace",16,39,473,12.1,29.6,173,2,34,2,0,72,4,54.2%,0,0,27,69.2%,2015.0,MIN
7577.0,"Tavon Austin",16,52,473,9.1,29.6,359,5,66,2,0,87,3,59.8%,1,1,21,40.4%,2015.0,STL
7578.0,"Devin Funchess",16,31,473,15.3,29.6,116,5,52,4,1,63,4,49.2%,1,1,24,77.4%,2015.0,CAR
7579.0,"Giovani Bernard",16,49,472,9.6,29.5,485,0,45,3,1,66,4,74.2%,1,0,18,36.7%,2015.0,CIN
7580.0,"Marquess Wilson",11,28,464,16.6,42.2,193,1,50,7,1,51,2,54.9%,0,0,20,71.4%,2015.0,CHI
7581.0,"Will Tye",13,42,464,11.1,35.7,204,3,45,4,0,62,4,67.7%,1,1,23,54.8%,2015.0,NYG
7583.0,"Julius Thomas",12,46,455,9.9,37.9,137,5,34,3,1,80,7,57.5%,0,0,25,54.3%,2015.0,JAX
7584.0,"Brandon Coleman",16,30,454,15.1,28.4,126,2,31,4,0,49,1,61.2%,0,0,22,73.3%,2015.0,NO
7586.0,"Chris Hogan",16,36,450,12.5,28.1,109,2,46,4,0,59,4,61.0%,0,0,18,50.0%,2015.0,BUF
7587.0,"Corey Brown",14,31,447,14.4,31.9,87,4,39,4,0,54,1,57.4%,0,0,24,77.4%,2015.0,CAR
7588.0,"Jarius Wright",16,34,442,13.0,27.6,171,0,52,2,0,50,2,68.0%,1,1,25,73.5%,2015.0,MIN
7589.0,"Kenny Stills",16,27,440,16.3,27.5,110,3,47,6,0,63,2,42.9%,0,0,18,66.7%,2015.0,MIA
7590.0,"Martellus Bennett",11,53,439,8.3,39.9,218,3,24,0,0,80,2,66.3%,2,0,24,45.3%,2015.0,CHI
7591.0,"Zach Miller",15,34,439,12.9,29.3,227,5,87,4,1,46,0,73.9%,0,0,17,50.0%,2015.0,CHI
7592.0,"Ladarius Green",13,37,429,11.6,33.0,226,4,31,1,0,63,2,58.7%,0,0,24,64.9%,2015.0,SD
7593.0,"Crockett Gillmore",10,33,412,12.5,41.2,247,4,46,4,1,47,1,70.2%,0,0,17,51.5%,2015.0,BAL
7594.0,"Harry Douglas",14,36,411,11.4,29.4,128,2,51,3,0,72,3,50.0%,0,0,22,61.1%,2015.0,TEN
7585.0,"Albert Wilson",14,35,451,12.9,32.2,224,2,44,5,0,57,3,61.4%,0,0,19,54.3%,2015.0,KAN
7545.0,"Jamison Crowder",16,59,604,10.2,37.8,342,2,44,4,1,78,2,75.6%,2,0,34,57.6%,2015.0,WAS
7595.0,"James White",14,40,410,10.3,29.3,300,4,68,4,1,54,3,74.1%,0,0,19,47.5%,2015.0,NE
7596.0,"Kendall Wright",10,36,408,11.3,40.8,162,3,52,1,1,60,3,60.0%,0,0,21,58.3%,2015.0,TEN
7597.0,"Mark Ingram",12,50,405,8.1,33.8,459,0,59,1,0,60,1,83.3%,1,1,22,44.0%,2015.0,NO
7598.0,"Dez Bryant",9,31,401,12.9,44.6,128,3,51,2,1,72,5,43.1%,0,0,18,58.1%,2015.0,DAL
7599.0,"Brent Celek",16,27,398,14.7,24.9,178,3,60,2,1,35,0,77.1%,1,0,21,77.8%,2015.0,PHI
7600.0,"Lamar Miller",16,47,397,8.5,24.8,446,2,54,4,0,57,1,82.5%,0,0,14,29.8%,2015.0,MIA
7601.0,"Dwayne Harris",15,36,396,11.0,26.4,135,4,38,2,0,57,4,63.2%,0,0,19,52.8%,2015.0,NYG
7603.0,"Mohamed Sanu",16,33,394,11.9,24.6,210,0,52,3,0,49,0,67.3%,1,0,17,51.5%,2015.0,CIN
7604.0,"Quinton Patton",16,30,394,13.1,24.6,212,1,41,5,0,57,3,52.6%,0,0,15,50.0%,2015.0,SF
7605.0,"James Starks",16,43,392,9.1,24.5,493,3,30,4,0,53,3,81.1%,1,1,15,34.9%,2015.0,GB
7606.0,"Matt Forte",13,44,389,8.8,29.9,364,3,38,2,0,58,2,75.9%,1,0,17,38.6%,2015.0,CHI
7607.0,"Darren Sproles",16,55,388,7.1,24.3,387,1,35,1,0,83,3,66.3%,1,0,19,34.5%,2015.0,PHI
7608.0,"Bilal Powell",11,47,388,8.3,35.3,440,2,25,2,0,63,2,74.6%,1,0,21,44.7%,2015.0,NYJ
7609.0,"Dion Lewis",7,36,388,10.8,55.4,337,2,40,1,0,50,4,72.0%,2,1,16,44.4%,2015.0,NE
7610.0,"Jordan Cameron",16,35,386,11.0,24.1,78,3,29,4,0,70,0,50.0%,1,0,21,60.0%,2015.0,MIA
7611.0,"Bryan Walters",11,32,368,11.5,33.5,122,1,31,2,0,45,1,71.1%,0,0,20,62.5%,2015.0,JAX
7612.0,"DeAngelo Williams",16,40,367,9.2,22.9,377,0,34,2,0,47,2,85.1%,1,1,15,37.5%,2015.0,PIT
7613.0,"Jeremy Butler",8,31,363,11.7,45.4,150,0,41,2,0,44,3,70.5%,1,0,17,54.8%,2015.0,BAL
7615.0,"Javorius Allen",16,45,353,7.8,22.1,323,2,41,1,1,62,1,72.6%,0,0,16,35.6%,2015.0,BAL
7616.0,"Austin Seferian-Jenkins",7,21,338,16.1,48.3,96,4,43,3,1,39,4,53.8%,0,0,18,85.7%,2015.0,TB
7617.0,"Lance Moore",14,29,337,11.6,24.1,60,4,42,2,1,43,0,67.4%,1,1,20,69.0%,2015.0,DET
7618.0,"Clive Walford",16,28,329,11.8,20.6,129,3,33,2,0,50,0,56.0%,0,0,20,71.4%,2015.0,OAK
7619.0,"Darren McFadden",16,40,328,8.2,20.5,319,0,21,0,0,53,3,75.5%,0,0,12,30.0%,2015.0,DAL
7620.0,"Riley Cooper",16,21,327,15.6,20.4,69,2,62,3,0,41,3,51.2%,0,0,15,71.4%,2015.0,PHI
7622.0,"Vance McDonald",14,30,326,10.9,23.3,183,3,36,2,0,46,6,65.2%,2,0,15,50.0%,2015.0,SF
7623.0,"DeMarco Murray",15,44,322,7.3,21.5,403,1,44,1,0,55,6,80.0%,0,0,12,27.3%,2015.0,PHI
7624.0,"Kyle Juszczyk",16,41,321,7.8,20.1,275,4,39,2,0,56,1,73.2%,0,0,17,41.5%,2015.0,BAL
7625.0,"Quincy Enunwa",12,22,315,14.3,26.3,149,0,48,4,0,46,5,47.8%,0,0,10,45.5%,2015.0,NYJ
7626.0,"Darrius Heyward-Bey",16,21,314,15.0,19.6,72,2,66,4,0,39,0,53.8%,0,0,11,52.4%,2015.0,PIT
7627.0,"Josh Huff",15,27,312,11.6,20.8,181,3,41,2,0,40,3,67.5%,0,0,16,59.3%,2015.0,PHI
7630.0,"Marc Mariani",16,22,300,13.6,18.8,139,0,26,2,0,33,0,66.7%,0,0,19,86.4%,2015.0,CHI
7632.0,"Rashad Jennings",16,29,296,10.2,18.5,316,1,51,3,0,40,3,72.5%,1,1,8,27.6%,2015.0,NYG
7633.0,"LeSean McCoy",12,32,292,9.1,24.3,290,2,22,0,0,50,1,64.0%,1,1,12,37.5%,2015.0,BUF
7634.0,"Anthony Fasano",16,26,289,11.1,18.1,142,2,33,2,0,42,1,61.9%,0,0,16,61.5%,2015.0,TEN
7635.0,"Cameron Brate",14,23,288,12.5,20.6,53,3,46,2,0,30,0,76.7%,0,0,14,60.9%,2015.0,TB
7636.0,"Joique Bell",13,22,286,13.0,22.0,308,0,39,2,0,27,1,81.5%,0,0,10,45.5%,2015.0,DET
7637.0,"Nelson Agholor",13,23,283,12.3,21.8,95,1,53,2,0,44,4,52.3%,1,1,11,47.8%,2015.0,PHI
7638.0,"Mychal Rivera",16,32,280,8.8,17.5,140,1,29,1,0,46,1,69.6%,2,0,12,37.5%,2015.0,OAK
7639.0,"T.J. Yeldon",12,36,279,7.8,23.3,290,1,67,1,0,46,2,78.3%,0,0,14,38.9%,2015.0,JAX
7640.0,"Jeremy Langford",16,22,279,12.7,17.4,239,1,83,2,1,42,7,52.4%,0,0,9,40.9%,2015.0,CHI
7641.0,"Andrew Hawkins",8,27,276,10.2,34.5,126,0,25,1,0,43,0,62.8%,1,1,10,37.0%,2015.0,CLE
7642.0,"Doug Martin",16,33,271,8.2,16.9,232,1,25,1,0,44,2,75.0%,1,1,10,30.3%,2015.0,TB
7643.0,"Marcel Reece",15,30,269,9.0,17.9,237,3,55,2,0,37,1,81.1%,0,0,12,40.0%,2015.0,OAK
7644.0,"Keshawn Martin",9,24,269,11.2,29.9,70,2,39,1,0,37,1,64.9%,0,0,14,58.3%,2015.0,NE
7646.0,"Maxx Williams",14,32,268,8.4,19.1,153,1,28,1,0,48,1,66.7%,1,0,16,50.0%,2015.0,BAL
7647.0,"Frank Gore",16,34,267,7.9,16.7,293,1,34,2,0,58,5,58.6%,0,0,10,29.4%,2015.0,IND
7648.0,"Justin Hunter",9,22,264,12.0,29.3,40,1,29,1,0,31,1,71.0%,0,0,12,54.5%,2015.0,TEN
7649.0,"Dexter McCluster",11,31,260,8.4,23.6,216,1,35,2,0,41,2,75.6%,1,1,12,38.7%,2015.0,TEN
7650.0,"Adam Humphries",13,27,260,9.6,20.0,126,1,27,1,0,40,2,67.5%,0,0,18,66.7%,2015.0,TB
7651.0,"Scott Chandler",15,23,259,11.3,17.3,61,4,30,3,0,42,2,54.8%,0,0,14,60.9%,2015.0,NE
7652.0,"Brice Butler",7,12,258,21.5,36.9,102,0,67,4,0,26,1,46.2%,0,0,10,83.3%,2015.0,DAL
7653.0,"Fred Jackson",16,32,257,8.0,16.1,262,2,26,1,0,41,1,78.0%,1,1,12,37.5%,2015.0,SEA
7654.0,"Ryan Griffin",9,20,251,12.6,27.9,103,2,37,1,0,34,1,58.8%,0,0,13,65.0%,2015.0,HOU
7655.0,"Benny Cunningham",16,26,250,9.6,15.6,247,0,42,1,0,36,3,72.2%,0,0,12,46.2%,2015.0,STL
7656.0,"Lance Kendricks",15,25,245,9.8,16.3,130,2,37,2,0,40,3,62.5%,0,0,11,44.0%,2015.0,STL
7657.0,"Taylor Gabriel",13,28,241,8.6,18.5,120,0,56,1,0,48,4,58.3%,1,1,11,39.3%,2015.0,CLE
7659.0,"C.J. Spiller",13,34,239,7.0,18.4,256,2,80,1,0,44,0,77.3%,0,0,13,38.2%,2015.0,NO
7628.0,"Darren Fells",14,21,311,14.8,22.2,132,3,48,3,0,28,1,75.0%,0,0,15,71.4%,2015.0,ARI
7631.0,"J.J. Nelson",11,11,299,27.2,27.2,55,2,64,4,1,27,1,40.7%,0,0,11,100.0%,2015.0,ARI
7629.0,"Matt Jones",13,19,304,16.0,23.4,266,1,78,3,1,25,2,76.0%,1,0,10,52.6%,2015.0,WAS
7645.0,"Ryan Grant",16,23,268,11.7,16.8,91,2,35,2,0,42,2,54.8%,0,0,18,78.3%,2015.0,WAS
7658.0,"Chris Thompson",13,35,240,6.9,18.5,183,2,23,0,0,48,3,72.9%,1,0,14,40.0%,2015.0,WAS
7660.0,"Eddie Royal",9,37,238,6.4,26.4,195,1,30,1,0,50,3,74.0%,0,0,9,24.3%,2015.0,CHI
7661.0,"Latavius Murray",16,41,232,5.7,14.5,257,0,23,0,0,53,3,77.4%,1,0,9,22.0%,2015.0,OAK
7662.0,"Arian Foster",4,22,227,10.3,56.8,160,2,32,2,0,28,3,78.6%,0,0,13,59.1%,2015.0,HOU
7663.0,"Marcedes Lewis",16,16,226,14.1,14.1,162,0,45,3,0,37,1,43.2%,0,0,8,50.0%,2015.0,JAX
7664.0,"Phillip Dorsett",11,18,225,12.5,20.5,59,1,35,3,0,39,0,46.2%,0,0,10,55.6%,2015.0,IND
7665.0,"Miles Austin",11,13,224,17.2,20.4,66,1,39,3,0,31,2,41.9%,0,0,9,69.2%,2015.0,PHI
7666.0,"Joshua Bellamy",16,19,224,11.8,14.0,65,2,48,3,0,34,1,55.9%,0,0,8,42.1%,2015.0,CHI
7668.0,"Larry Donnell",8,29,223,7.7,27.9,77,2,22,0,0,41,1,70.7%,0,0,13,44.8%,2015.0,NYG
7669.0,"Adrian Peterson",16,30,222,7.4,13.9,262,0,49,1,0,36,1,83.3%,1,0,8,26.7%,2015.0,MIN
7670.0,"Percy Harvin",5,19,218,11.5,43.6,91,1,51,2,0,30,1,63.3%,1,0,10,52.6%,2015.0,BUF
7671.0,"Chris Ivory",15,30,217,7.2,14.5,286,1,36,1,0,37,1,81.1%,1,0,9,30.0%,2015.0,NYJ
7672.0,"Lance Dunbar",4,21,215,10.2,53.8,154,0,39,1,1,23,0,91.3%,0,0,9,42.9%,2015.0,DAL
7675.0,"Luke Willson",14,17,213,12.5,15.2,106,1,24,0,0,26,1,65.4%,0,0,11,64.7%,2015.0,SEA
7676.0,"Greg Jennings",16,19,208,11.0,13.0,63,1,31,1,0,36,3,52.8%,0,0,7,36.8%,2015.0,MIA
7677.0,"Jordan Norwood",11,22,207,9.4,18.8,74,0,34,1,0,32,2,68.8%,0,0,11,50.0%,2015.0,DEN
7678.0,"Griff Whalen",14,19,205,10.8,14.6,53,1,38,1,0,26,1,73.1%,1,1,11,57.9%,2015.0,IND
7679.0,"Bennie Fowler",16,16,203,12.7,12.7,102,0,41,1,0,25,1,64.0%,0,0,11,68.8%,2015.0,DEN
7680.0,"Andre Holmes",16,14,201,14.4,12.6,45,4,49,2,0,33,3,42.4%,0,0,9,64.3%,2015.0,OAK
7682.0,"Louis Murphy",6,10,198,19.8,33.0,44,0,54,3,0,18,1,55.6%,0,0,6,60.0%,2015.0,TB
7683.0,"Javontee Herndon",8,24,195,8.1,24.4,112,0,21,0,0,33,1,72.7%,0,0,8,33.3%,2015.0,SD
7684.0,"Justin Hardy",9,21,194,9.2,21.6,65,0,23,0,0,36,3,58.3%,0,0,12,57.1%,2015.0,ATL
7685.0,"Melvin Gordon",14,33,192,5.8,13.7,261,0,18,0,0,37,0,89.2%,1,0,8,24.2%,2015.0,SD
7686.0,"Marqise Lee",10,15,191,12.7,19.1,98,1,30,1,0,32,3,46.9%,0,0,11,73.3%,2015.0,JAX
7687.0,"Eddie Lacy",15,20,188,9.4,12.5,222,2,28,3,0,28,0,71.4%,1,0,7,35.0%,2015.0,GB
7688.0,"Todd Gurley",13,21,188,9.0,14.5,203,0,31,1,0,26,0,80.8%,0,0,8,38.1%,2015.0,STL
7689.0,"Garrett Celek",11,19,186,9.8,16.9,93,3,33,1,0,28,0,67.9%,0,0,10,52.6%,2015.0,SF
7690.0,"Blake Bell",14,15,186,12.4,13.3,94,0,48,2,0,25,0,60.0%,0,0,5,33.3%,2015.0,SF
7692.0,"C.J. Anderson",15,25,183,7.3,12.2,148,0,27,1,0,36,0,69.4%,0,0,6,24.0%,2015.0,DEN
7693.0,"Ameer Abdullah",16,25,183,7.3,11.4,205,1,36,1,0,38,1,65.8%,0,0,11,44.0%,2015.0,DET
7694.0,"Stedman Bailey",8,12,182,15.2,22.8,66,1,68,2,0,25,1,48.0%,0,0,6,50.0%,2015.0,STL
7695.0,"Isaiah Crowell",16,19,182,9.6,11.4,223,1,53,1,0,22,0,86.4%,0,0,6,31.6%,2015.0,CLE
7696.0,"Brandon Bolden",15,19,180,9.5,12.0,137,2,63,1,0,30,2,63.3%,0,0,8,42.1%,2015.0,NE
7699.0,"Antonio Andrews",14,21,174,8.3,12.4,180,0,23,0,0,29,1,72.4%,0,0,8,38.1%,2015.0,TEN
7700.0,"Virgil Green",16,12,173,14.4,10.8,118,1,32,2,0,15,0,80.0%,0,0,9,75.0%,2015.0,DEN
7701.0,"Jonathan Grimes",14,26,173,6.7,12.4,141,1,19,0,0,31,0,83.9%,0,0,7,26.9%,2015.0,HOU
7702.0,"Jerick McKinnon",16,21,173,8.2,10.8,180,1,30,2,0,29,1,72.4%,0,0,9,42.9%,2015.0,MIN
7703.0,"C.J. Fiedorowicz",16,17,167,9.8,10.4,70,1,25,1,0,24,1,70.8%,1,1,8,47.1%,2015.0,HOU
7704.0,"Kenbrell Thompkins",7,17,165,9.7,23.6,68,0,43,2,0,33,0,51.5%,0,0,7,41.2%,2015.0,NYJ
7705.0,"Denard Robinson",13,21,164,7.8,12.6,153,0,16,0,0,30,3,70.0%,0,0,8,38.1%,2015.0,JAX
7706.0,"Jaelen Strong",10,14,161,11.5,16.1,57,3,42,1,0,24,0,58.3%,0,0,9,64.3%,2015.0,HOU
7707.0,"Nick Williams",14,17,159,9.4,11.4,107,2,29,1,0,25,2,68.0%,0,0,11,64.7%,2015.0,ATL
7708.0,"Mike Tolbert",16,18,154,8.6,9.6,142,3,40,1,0,23,0,78.3%,0,0,8,44.4%,2015.0,CAR
7709.0,"Justin Forsett",10,31,153,4.9,15.3,134,0,32,1,0,41,0,75.6%,0,0,4,12.9%,2015.0,BAL
7710.0,"Bruce Ellington",13,13,153,11.8,11.8,111,0,44,3,0,19,1,68.4%,1,0,4,30.8%,2015.0,SF
7711.0,"Nick Boyle",11,18,153,8.5,13.9,99,0,25,1,0,23,0,78.3%,0,0,10,55.6%,2015.0,BAL
7712.0,"Jeremy Kerley",16,16,152,9.5,9.5,92,2,25,1,0,26,0,61.5%,0,0,8,50.0%,2015.0,NYJ
7714.0,"Chris Gragg",13,12,150,12.5,11.5,53,0,29,1,0,20,0,60.0%,0,0,8,66.7%,2015.0,BUF
7715.0,"Clay Harbor",15,14,149,10.6,9.9,55,1,26,1,0,20,1,70.0%,0,0,9,64.3%,2015.0,JAX
7717.0,"Ryan Mathews",13,20,146,7.3,11.2,165,1,23,0,0,28,4,71.4%,0,0,5,25.0%,2015.0,PHI
7718.0,"Adam Thielen",16,12,144,12.0,9.0,51,0,30,1,0,18,0,66.7%,0,0,5,41.7%,2015.0,MIN
7720.0,"Damien Williams",16,21,142,6.8,8.9,98,1,23,0,0,28,0,75.0%,0,0,6,28.6%,2015.0,MIA
7721.0,"Aaron Dobson",8,13,141,10.9,17.6,38,0,24,0,0,21,1,61.9%,0,0,9,69.2%,2015.0,NE
7724.0,"Bishop Sankey",13,14,139,9.9,10.7,149,1,30,1,0,22,3,63.6%,0,0,8,57.1%,2015.0,TEN
7667.0,"Jermaine Gresham",15,18,223,12.4,14.9,74,1,22,0,0,32,2,56.3%,0,0,13,72.2%,2015.0,ARI
7716.0,"Andre Ellington",10,15,148,9.9,14.8,83,0,32,1,0,24,0,62.5%,0,0,8,53.3%,2015.0,ARI
