,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,years_in_league
1026,Patrick Crayton,2005.0,26.0,7-216,DAL,205.0,27.8,11.0,1.0,0.0,0.0,0.0,0.0,35.0,22.0,341.0,15.5,2.0,31.0,0.00629,9.74,3.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,169.0,15.0,0.00682,63.0,2.0,2.0,311.0,0.00153,0.71,wr,,,0,,,,,,23.0,3341.0,500.0,300.0,25.0,2004.0,72.0,0.0,1.0,6.0,1.0
1027,Peerless Price,2005.0,29.0,2-53,DAL,190.0,26.5,7.0,1.0,9.0,9.0,0.0,1.3,9.0,6.0,96.0,16.0,0.0,13.7,0.00667,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,3341.0,500.0,300.0,24.0,2000.0,71.0,0.142857142857,0.0,0.0,5.0
1028,Terrell Owens,2006.0,33.0,3-89,DAL,226.0,28.2,16.0,0.0,0.0,0.0,0.0,0.0,150.0,85.0,1180.0,13.88,13.0,73.8,0.00567,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00102,2.74,wr,,,0,,,,,,27.0,4004.0,535.0,327.0,26.0,1999.0,75.0,0.9375,3.0,40.0,7.0
1029,Sam Hurd,2006.0,21.0,UDFA,DAL,187.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,75.0,15.0,0.0,5.0,0.00455,6.82,0.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,-0.00274,-0.12,wr,,,0,,,,,,27.0,4004.0,535.0,327.0,21.0,2006.0,74.0,0.133333333333,0.0,0.0,0.0
1030,Skyler Green,2006.0,22.0,4-125,DAL,195.0,28.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,27.0,4004.0,535.0,327.0,22.0,2006.0,69.0,0.0,0.0,0.0,0.0
1031,Jamaica Rector,2006.0,25.0,UDFA,DAL,186.0,26.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,27.0,4004.0,535.0,327.0,25.0,2006.0,70.0,0.0,0.0,0.0,0.0
1032,Miles Austin,2006.0,22.0,UDFA,DAL,215.0,26.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,27.0,4004.0,535.0,327.0,22.0,2006.0,75.0,0.0,0.0,0.0,0.0
1033,Terry Glenn,2006.0,32.0,1-7,DAL,195.0,27.2,15.0,3.0,11.0,3.67,0.0,0.7,111.0,70.0,1047.0,14.96,6.0,69.8,0.00631,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00203,2.95,wr,,,0,,,,,,27.0,4004.0,535.0,327.0,25.0,1999.0,71.0,0.933333333333,2.0,98.0,7.0
1034,Anthony Fasano,2006.0,22.0,2-53,DAL,255.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,126.0,9.0,0.0,7.9,0.00583,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,27.0,4004.0,535.0,327.0,22.0,2006.0,76.0,0.3125,0.0,0.0,0.0
1035,Patrick Crayton,2006.0,27.0,7-216,DAL,205.0,27.8,16.0,0.0,0.0,0.0,0.0,0.0,48.0,36.0,516.0,14.33,4.0,32.3,0.0075,10.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0036,1.87,wr,,,0,,,,,,27.0,4004.0,535.0,327.0,25.0,2004.0,72.0,0.4375,1.0,6.0,2.0
1036,Sam Hurd,2007.0,22.0,UDFA,DAL,187.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,19.0,314.0,16.53,1.0,19.6,0.00514,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.00084,0.62,wr,,,0,,,,,,37.0,4287.0,567.0,360.0,21.0,2006.0,74.0,0.125,0.0,0.0,1.0
1037,Isaiah Stanback,2007.0,23.0,4-103,DAL,216.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,37.0,4287.0,567.0,360.0,23.0,2007.0,75.0,0.0,0.0,0.0,0.0
1038,Patrick Crayton,2007.0,28.0,7-216,DAL,205.0,27.8,15.0,0.0,0.0,0.0,0.0,0.0,81.0,50.0,697.0,13.94,7.0,46.5,0.00617,8.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,0.00191,2.02,wr,,,0,,,,,,37.0,4287.0,567.0,360.0,25.0,2004.0,72.0,0.866666666667,2.0,63.0,3.0
1039,Miles Austin,2007.0,23.0,UDFA,DAL,215.0,26.9,16.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,76.0,15.2,0.0,4.8,0.005,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,42.0,3.0,0.006,35.0,1.0,2.0,139.0,0.00334,0.43,wr,,,4.47,40.5,123.0,4.14,7.09,,37.0,4287.0,567.0,360.0,22.0,2006.0,75.0,0.0,2.0,82.0,1.0
1040,Terry Glenn,2007.0,33.0,1-7,DAL,195.0,27.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,37.0,4287.0,567.0,360.0,25.0,1999.0,71.0,0.0,0.0,0.0,8.0
1041,Terrell Owens,2007.0,34.0,3-89,DAL,226.0,28.2,15.0,1.0,5.0,5.0,0.0,0.3,141.0,81.0,1355.0,16.73,15.0,90.3,0.00574,9.61,0.0,0.0,0.0,0.0,0.0,1.0,1.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00279,4.45,wr,,,0,,,,,,37.0,4287.0,567.0,360.0,26.0,1999.0,75.0,1.0,0.0,0.0,8.0
1042,Isaiah Stanback,2008.0,24.0,4-103,DAL,216.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,24.0,12.0,0.0,3.0,0.00667,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,3789.0,548.0,328.0,23.0,2007.0,75.0,0.0,0.0,0.0,1.0
1043,Patrick Crayton,2008.0,29.0,7-216,DAL,205.0,27.8,16.0,1.0,11.0,11.0,0.0,0.7,70.0,39.0,550.0,14.1,4.0,34.4,0.00557,7.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,208.0,24.0,0.00615,55.0,5.0,3.0,534.0,0.00023,0.77,wr,,,0,,,,,,29.0,3789.0,548.0,328.0,25.0,2004.0,72.0,0.4375,0.0,0.0,4.0
1044,Terrell Owens,2008.0,35.0,3-89,DAL,226.0,28.2,16.0,7.0,33.0,4.71,0.0,2.1,140.0,69.0,1052.0,15.25,10.0,65.8,0.00493,7.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0005,0.83,wr,,,0,,,,,,29.0,3789.0,548.0,328.0,26.0,1999.0,75.0,1.0,2.0,25.0,9.0
1045,Miles Austin,2008.0,24.0,UDFA,DAL,215.0,26.9,12.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,278.0,21.38,3.0,23.2,0.00565,12.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.00497,1.07,wr,,,4.47,40.5,123.0,4.14,7.09,,29.0,3789.0,548.0,328.0,22.0,2006.0,75.0,0.0,0.0,0.0,2.0
1046,Sam Hurd,2008.0,23.0,UDFA,DAL,187.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,3789.0,548.0,328.0,21.0,2006.0,74.0,0.0,0.0,0.0,2.0
1047,Sam Hurd,2009.0,24.0,UDFA,DAL,187.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,121.0,17.29,1.0,7.6,0.00583,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.00092,0.24,wr,,,0,,,,,,28.0,4671.0,620.0,392.0,21.0,2006.0,74.0,0.0625,0.0,0.0,3.0
1048,Patrick Crayton,2009.0,30.0,7-216,DAL,205.0,27.8,16.0,4.0,28.0,7.0,0.0,1.8,67.0,37.0,622.0,16.81,5.0,38.9,0.00552,9.28,4.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,0.00161,1.53,wr,,,0,,,,,,28.0,4671.0,620.0,392.0,25.0,2004.0,72.0,0.375,2.0,16.0,5.0
1049,Roy Williams,2009.0,28.0,1-7,DAL,210.0,25.6,15.0,0.0,0.0,0.0,0.0,0.0,86.0,38.0,596.0,15.68,7.0,39.7,0.00442,6.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,28.0,4671.0,620.0,392.0,23.0,2003.0,76.0,0.866666666667,0.0,0.0,6.0
1050,Kevin Ogletree,2009.0,22.0,UDFA,DAL,190.0,24.4,11.0,1.0,6.0,6.0,0.0,0.5,8.0,7.0,96.0,13.71,0.0,8.7,0.00875,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,28.0,4671.0,620.0,392.0,22.0,2009.0,74.0,0.0,0.0,0.0,0.0
1051,Manuel Johnson,2010.0,24.0,7-229,DAL,183.0,24.8,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,6.0,0.0,3.0,0.002,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4042.0,576.0,379.0,24.0,2010.0,72.0,0.0,0.0,0.0,0.0
1052,Martellus Bennett,2010.0,23.0,2-61,DAL,248.0,27.9,16.0,0.0,0.0,0.0,0.0,0.0,47.0,33.0,260.0,7.88,0.0,16.3,0.00702,5.53,1.0,1.0,5.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4042.0,576.0,379.0,23.0,2010.0,79.0,0.6875,0.0,0.0,0.0
1053,Dez Bryant,2010.0,22.0,1-24,DAL,225.0,28.9,12.0,1.0,0.0,0.0,0.0,0.0,73.0,45.0,561.0,12.47,6.0,46.8,0.00616,7.68,2.0,1.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.00058,1.05,wr,,,0,,,,,,29.0,4042.0,576.0,379.0,22.0,2010.0,74.0,0.166666666667,0.0,0.0,0.0
1054,Jesse Holley,2010.0,26.0,UDFA,DAL,213.0,27.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4042.0,576.0,379.0,26.0,2010.0,74.0,0.0,0.0,0.0,0.0
1055,Miles Austin,2010.0,26.0,UDFA,DAL,215.0,26.9,16.0,7.0,93.0,13.29,1.0,5.8,119.0,69.0,1041.0,15.09,7.0,65.1,0.0058,8.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00128,2.42,wr,,,4.47,40.5,123.0,4.14,7.09,,29.0,4042.0,576.0,379.0,22.0,2006.0,75.0,1.0,1.0,7.0,4.0
1056,Kevin Ogletree,2010.0,23.0,UDFA,DAL,190.0,24.4,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,34.0,11.33,0.0,5.7,0.005,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4042.0,576.0,379.0,22.0,2009.0,74.0,0.0,0.0,0.0,1.0
1057,Roy Williams,2010.0,29.0,1-7,DAL,210.0,25.6,15.0,0.0,0.0,0.0,0.0,0.0,64.0,37.0,530.0,14.32,5.0,35.3,0.00578,8.28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4042.0,576.0,379.0,23.0,2003.0,76.0,0.6,0.0,0.0,7.0
1058,Sam Hurd,2010.0,25.0,UDFA,DAL,187.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,120.0,8.57,0.0,8.0,0.00609,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,-0.0009,0.07,wr,,,0,,,,,,29.0,4042.0,576.0,379.0,21.0,2006.0,74.0,0.0666666666667,1.0,8.0,4.0
1059,Dwayne Harris,2011.0,24.0,6-176,DAL,200.0,28.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,33.0,4201.0,570.0,376.0,24.0,2011.0,70.0,0.0,0.0,0.0,0.0
1060,Dez Bryant,2011.0,23.0,1-24,DAL,225.0,28.9,15.0,1.0,5.0,5.0,0.0,0.3,103.0,63.0,928.0,14.73,9.0,61.9,0.00612,9.01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00205,2.62,wr,,,0,,,,,,33.0,4201.0,570.0,376.0,22.0,2010.0,74.0,0.866666666667,1.0,8.0,1.0
1061,John Phillips,2011.0,24.0,6-208,DAL,250.0,29.6,16.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,101.0,6.73,1.0,6.3,0.00833,5.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,33.0,4201.0,570.0,376.0,24.0,2011.0,77.0,0.4375,0.0,0.0,0.0
1062,Laurent Robinson,2011.0,26.0,3-75,DAL,192.0,24.6,14.0,0.0,0.0,0.0,0.0,0.0,80.0,54.0,858.0,15.89,11.0,61.3,0.00675,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,0.00401,3.27,wr,,,4.38,39.0,127.0,4.28,6.83,,33.0,4201.0,570.0,376.0,22.0,2007.0,74.0,0.285714285714,2.0,39.0,4.0
1063,Jesse Holley,2011.0,27.0,UDFA,DAL,213.0,27.3,16.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,169.0,24.14,0.0,10.6,0.01,24.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,33.0,4201.0,570.0,376.0,26.0,2010.0,74.0,0.0,0.0,0.0,1.0
1064,Kevin Ogletree,2011.0,24.0,UDFA,DAL,190.0,24.4,14.0,2.0,3.0,1.5,0.0,0.2,26.0,15.0,164.0,10.93,0.0,11.7,0.00577,6.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,-0.0019,-0.13,wr,,,4.36,36.0,122.0,4.08,6.67,,33.0,4201.0,570.0,376.0,22.0,2009.0,74.0,0.0714285714286,0.0,0.0,2.0
1065,Miles Austin,2011.0,27.0,UDFA,DAL,215.0,26.9,10.0,2.0,3.0,1.5,0.0,0.3,73.0,43.0,579.0,13.47,7.0,57.9,0.00589,7.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.00113,1.39,wr,,,4.47,40.5,123.0,4.14,7.09,,33.0,4201.0,570.0,376.0,22.0,2006.0,75.0,1.0,0.0,0.0,5.0
1066,Tim Benford,2012.0,23.0,UDFA,DAL,196.0,27.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4729.0,658.0,434.0,23.0,2012.0,71.0,,0.0,0.0,0.0
1067,Dwayne Harris,2012.0,25.0,6-176,DAL,200.0,28.7,16.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,222.0,13.06,1.0,13.9,0.00548,7.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,-0.00012,0.29,wr,10.13,31.13,4.53,34.0,111.0,4.21,6.77,11.68,29.0,4729.0,658.0,434.0,24.0,2011.0,70.0,0.0,2.0,44.0,1.0
1068,Kevin Ogletree,2012.0,25.0,UDFA,DAL,190.0,24.4,15.0,2.0,9.0,4.5,0.0,0.6,55.0,32.0,436.0,13.63,4.0,29.1,0.00582,7.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,0.00046,0.72,wr,,,4.36,36.0,122.0,4.08,6.67,,29.0,4729.0,658.0,434.0,22.0,2009.0,74.0,0.0666666666667,2.0,33.0,3.0
1069,Miles Austin,2012.0,28.0,UDFA,DAL,215.0,26.9,16.0,0.0,0.0,0.0,0.0,0.0,119.0,66.0,943.0,14.29,6.0,58.9,0.00555,7.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.00033,1.48,wr,,,4.47,40.5,123.0,4.14,7.09,,29.0,4729.0,658.0,434.0,22.0,2006.0,75.0,0.9375,2.0,33.0,6.0
1070,Cole Beasley,2012.0,23.0,UDFA,DAL,174.0,26.5,10.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,128.0,8.53,0.0,12.8,0.00625,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,-0.00174,-0.09,wr,,,0,,,,,,29.0,4729.0,658.0,434.0,23.0,2012.0,68.0,0.0,0.0,0.0,0.0
1071,Andre Holmes,2012.0,24.0,UDFA,DAL,208.0,24.7,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,1.6,0.01,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,5.0,1.0,0.005,7.0,0.0,0.0,,,,,,,0,,,,,,29.0,4729.0,658.0,434.0,24.0,2012.0,77.0,0.0,0.0,0.0,0.0
1072,Danny Coale,2012.0,24.0,5-152,DAL,201.0,27.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,4729.0,658.0,434.0,24.0,2012.0,72.0,,0.0,0.0,0.0
1073,Dez Bryant,2013.0,25.0,1-24,DAL,225.0,28.9,16.0,1.0,1.0,1.0,0.0,0.1,159.0,93.0,1233.0,13.26,13.0,77.1,0.00585,7.75,3.0,0.0,0.0,0.0,0.0,1.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00037,2.15,wr,,,0,,,,,,33.0,3954.0,586.0,375.0,22.0,2010.0,74.0,1.0,5.0,50.0,3.0
1074,Dwayne Harris,2013.0,26.0,6-176,DAL,200.0,28.7,13.0,1.0,6.0,6.0,0.0,0.5,14.0,9.0,80.0,8.89,2.0,6.2,0.00643,5.71,2.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.00073,0.2,wr,10.13,31.13,4.53,34.0,111.0,4.21,6.77,11.68,33.0,3954.0,586.0,375.0,24.0,2011.0,70.0,0.230769230769,0.0,0.0,2.0
1075,Miles Austin,2013.0,29.0,UDFA,DAL,215.0,26.9,11.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,244.0,10.17,0.0,22.2,0.0049,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,-0.00259,-0.51,wr,,,4.47,40.5,123.0,4.14,7.09,,33.0,3954.0,586.0,375.0,22.0,2006.0,75.0,0.727272727273,0.0,0.0,7.0
1076,Terrance Williams,2013.0,24.0,3-74,DAL,208.0,26.7,16.0,3.0,4.0,1.33,0.0,0.3,74.0,44.0,736.0,16.73,5.0,46.0,0.00595,9.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0003,0.92,wr,8.68,31.28,4.52,32.5,119.0,4.32,7.01,11.5,33.0,3954.0,586.0,375.0,24.0,2013.0,74.0,0.5,1.0,6.0,0.0
1077,Cole Beasley,2013.0,24.0,UDFA,DAL,174.0,26.5,14.0,0.0,0.0,0.0,0.0,0.0,54.0,39.0,368.0,9.44,2.0,26.3,0.00722,6.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.00015,0.59,wr,,,0,,,,,,33.0,3954.0,586.0,375.0,23.0,2012.0,68.0,0.214285714286,0.0,0.0,1.0
1078,Dwayne Harris,2014.0,27.0,6-176,DAL,200.0,28.7,16.0,4.0,7.0,1.75,0.0,0.4,12.0,7.0,116.0,16.57,0.0,7.3,0.00583,9.67,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,-0.00023,0.08,wr,10.13,31.13,4.53,34.0,111.0,4.21,6.77,11.68,41.0,4196.0,526.0,362.0,24.0,2011.0,70.0,0.0,0.0,0.0,3.0
1079,Cole Beasley,2014.0,25.0,UDFA,DAL,174.0,26.5,16.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,420.0,11.35,4.0,26.3,0.00755,8.57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.00167,1.17,wr,,,0,,,,,,41.0,4196.0,526.0,362.0,23.0,2012.0,68.0,0.125,1.0,26.0,2.0
1080,Devin Street,2014.0,23.0,5-146,DAL,198.0,24.7,16.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,18.0,9.0,0.0,1.1,0.00286,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,41.0,4196.0,526.0,362.0,23.0,2014.0,75.0,0.0,0.0,0.0,0.0
1081,Terrance Williams,2014.0,25.0,3-74,DAL,208.0,26.7,16.0,0.0,0.0,0.0,0.0,0.0,66.0,37.0,621.0,16.78,8.0,38.8,0.00561,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,0.00306,2.2,wr,8.68,31.28,4.52,32.5,119.0,4.32,7.01,11.5,41.0,4196.0,526.0,362.0,24.0,2013.0,74.0,1.0,2.0,66.0,1.0
1082,Dez Bryant,2014.0,26.0,1-24,DAL,225.0,28.9,16.0,0.0,0.0,0.0,0.0,0.0,136.0,88.0,1320.0,15.0,16.0,82.5,0.00647,9.71,1.0,1.0,0.0,0.0,0.0,1.0,1.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0027,4.3,wr,,,0,,,,,,41.0,4196.0,526.0,362.0,22.0,2010.0,74.0,1.0,4.0,72.0,4.0
1083,Vince Mayle,2015.0,,4-123,DAL,219.0,28.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,16.0,3472.0,529.0,334.0,,2015.0,74.0,0.0,0.0,0.0,0.0
1084,Dez Bryant,2015.0,27.0,1-24,DAL,225.0,28.9,9.0,0.0,0.0,0.0,0.0,0.0,72.0,31.0,401.0,12.94,3.0,44.6,0.00431,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,-0.00268,-0.86,wr,,,0,,,,,,16.0,3472.0,529.0,334.0,22.0,2010.0,74.0,1.0,4.0,32.0,5.0
1085,Terrance Williams,2015.0,26.0,3-74,DAL,208.0,26.7,16.0,0.0,0.0,0.0,0.0,0.0,93.0,52.0,840.0,16.15,3.0,52.5,0.00559,9.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.00074,1.4,wr,8.68,31.28,4.52,32.5,119.0,4.32,7.01,11.5,16.0,3472.0,529.0,334.0,24.0,2013.0,74.0,0.8125,1.0,16.0,2.0
