,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,total_points,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,pct_team_tgts,pct_team_receptions,pct_of_team_passyards,pct_team_touchdowns,years_in_league,dropK,yacK,base,td_points,compilation
579,Glenn Martinez,2007.0,26.0,UDFA,DEN,183.0,24.1,12.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,175.0,12.5,0.0,14.6,0.583,7.29,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,46.0,9.0,0.643,23.0,0.0,2.0,167.0,-0.033,0.16,wr,,,0.0,,,,,,21.0,3584.0,515.0,326.0,320.0,24.0,2005.0,73.0,0.0833333333333,0.0,0.0,0.0466019417476,0.0429447852761,0.048828125,0.0,2.0,1.09861228867,12.0914285714,0.0149132333196,0.0,1.49132333196
580,Golden Tate,2010.0,22.0,2-60,SEA,195.0,27.2,11.0,2.0,4.0,2.0,0.0,0.4,39.0,21.0,227.0,10.81,0.0,20.6,0.538,5.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,125.0,8.0,0.381,52.0,1.0,3.0,184.0,-0.264,-0.41,wr,9.25,30.5,4.42,35.0,120.0,4.34,7.12,,21.0,3848.0,625.0,372.0,375.0,22.0,2010.0,71.0,0.0,0.0,0.0,0.0624,0.0564516129032,0.0589916839917,0.0,0.0,1.38629436112,68.8325991189,0.0155999432352,0.0,1.55999432352
581,Golden Tate,2011.0,23.0,2-60,SEA,195.0,27.2,16.0,5.0,14.0,2.8,0.0,0.9,58.0,35.0,382.0,10.91,3.0,23.9,0.603,6.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,161.0,16.0,0.457,33.0,2.0,0.0,355.0,-0.148,-0.1,wr,9.25,30.5,4.42,35.0,120.0,4.34,7.12,,15.0,3105.0,509.0,299.0,321.0,22.0,2010.0,71.0,0.3125,1.0,16.0,0.11394891945,0.117056856187,0.123027375201,0.2,1.0,0.0,67.8560209424,0.0743570849255,0.26356882345,9.2806902567
582,Golden Tate,2012.0,24.0,2-60,SEA,195.0,27.2,15.0,3.0,20.0,6.67,0.0,1.3,68.0,45.0,688.0,15.29,7.0,45.9,0.662,10.12,1.0,1.0,4.0,0.0,0.0,0.0,0.0,wr,1.0,276.0,29.0,0.644,51.0,9.0,2.0,828.0,0.317,2.5,wr,9.25,30.5,4.42,35.0,120.0,4.34,7.12,,30.0,3555.0,467.0,298.0,464.0,22.0,2010.0,71.0,1.0,2.0,81.0,0.145610278373,0.151006711409,0.1935302391,0.233333333333,2.0,1.09861228867,110.720930233,0.336143732874,0.717492908279,38.6368236453
583,Golden Tate,2013.0,25.0,2-60,SEA,195.0,27.2,16.0,3.0,31.0,10.33,0.0,1.9,99.0,64.0,898.0,14.03,5.0,56.1,0.646,9.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,515.0,41.0,0.641,80.0,11.0,2.0,911.0,0.129,1.96,wr,9.25,30.5,4.42,35.0,120.0,4.34,7.12,,30.0,3738.0,489.0,310.0,506.0,22.0,2010.0,71.0,0.8125,1.0,40.0,0.20245398773,0.206451612903,0.240235420011,0.166666666667,3.0,1.09861228867,295.35077951,0.54183681089,0.366067810348,56.7461557615
584,Greg Camarillo,2007.0,25.0,UDFA,MIA,190.0,25.1,15.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,160.0,20.0,2.0,10.7,0.8,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,78.0,6.0,0.75,64.0,1.0,0.0,168.0,0.816,0.72,wr,,,0.0,,,,,,12.0,3031.0,558.0,318.0,267.0,24.0,2006.0,73.0,0.0,0.0,0.0,0.0179211469534,0.0251572327044,0.0527878587925,0.166666666667,1.0,0.0,38.025,0.0109488111182,0.146427124139,2.11987098079
585,Greg Camarillo,2008.0,26.0,UDFA,MIA,190.0,25.1,11.0,2.0,1.0,0.5,0.0,0.1,83.0,55.0,613.0,11.15,2.0,55.7,0.663,7.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,1.0,193.0,31.0,0.564,33.0,2.0,0.0,627.0,-0.004,0.77,wr,,,0.0,,,,,,21.0,3856.0,529.0,355.0,354.0,24.0,2006.0,73.0,1.0,0.0,0.0,0.156899810964,0.154929577465,0.158973029046,0.0952380952381,2.0,0.0,60.7650897227,0.194657172683,0.0836726423651,20.0514257649
586,Greg Camarillo,2009.0,27.0,UDFA,MIA,190.0,25.1,16.0,0.0,0.0,0.0,0.0,0.0,72.0,50.0,552.0,11.04,0.0,34.5,0.694,7.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,1.0,121.0,29.0,0.58,29.0,1.0,0.0,679.0,0.1,1.34,wr,,,0.0,,,,,,15.0,3170.0,545.0,331.0,360.0,24.0,2006.0,73.0,1.0,1.0,14.0,0.132110091743,0.151057401813,0.174132492114,0.0,3.0,0.0,26.5235507246,0.163490730175,0.0,16.3490730175
587,Greg Camarillo,2010.0,28.0,UDFA,MIN,190.0,25.1,16.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,240.0,12.0,1.0,15.0,0.588,7.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,95.0,12.0,0.6,31.0,2.0,2.0,258.0,0.024,0.37,wr,,,0.0,,,,,,14.0,3097.0,505.0,305.0,281.0,24.0,2006.0,73.0,0.0625,0.0,0.0,0.0673267326733,0.0655737704918,0.0774943493704,0.0714285714286,4.0,1.09861228867,37.6041666667,0.0336546237827,0.0313772408869,3.58510306447
588,Greg Camarillo,2011.0,29.0,UDFA,MIN,190.0,25.1,13.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,121.0,13.44,0.0,9.3,0.375,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,18.0,6.0,0.667,23.0,0.0,1.0,110.0,-0.251,-0.22,wr,,,0.0,,,,,,20.0,2957.0,510.0,286.0,340.0,24.0,2006.0,73.0,0.0,0.0,0.0,0.0470588235294,0.0314685314685,0.0409198512005,0.0,5.0,0.69314718056,2.67768595041,0.00506892370998,0.0,0.506892370998
589,Greg Jennings,2006.0,23.0,2-52,GB,195.0,27.2,14.0,0.0,0.0,0.0,0.0,0.0,104.0,45.0,632.0,14.04,3.0,45.1,0.433,6.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,281.0,30.0,0.667,75.0,6.0,3.0,543.0,-0.242,-0.97,wr,,,4.42,36.5,117.0,4.18,6.69,,18.0,3795.0,630.0,350.0,301.0,23.0,2006.0,71.0,0.785714285714,2.0,27.0,0.165079365079,0.128571428571,0.166534914361,0.166666666667,0.0,1.38629436112,124.938291139,0.113043271677,0.219640686209,12.8418119711
590,Greg Jennings,2007.0,24.0,2-52,GB,195.0,27.2,13.0,0.0,0.0,0.0,0.0,0.0,84.0,53.0,920.0,17.36,12.0,70.8,0.631,10.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,394.0,37.0,0.698,82.0,9.0,3.0,988.0,0.3,2.92,wr,,,4.42,36.5,117.0,4.18,6.69,,35.0,4743.0,636.0,420.0,497.0,23.0,2006.0,71.0,1.0,2.0,18.0,0.132075471698,0.12619047619,0.193970061143,0.342857142857,1.0,1.38629436112,168.734782609,0.275789290801,1.80732907508,40.2302326057
591,Greg Jennings,2012.0,29.0,2-52,GB,195.0,27.2,8.0,0.0,0.0,0.0,0.0,0.0,62.0,36.0,366.0,10.17,4.0,45.8,0.581,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,177.0,22.0,0.611,45.0,2.0,1.0,473.0,-0.052,0.38,wr,,,4.42,36.5,117.0,4.18,6.69,,43.0,4547.0,630.0,423.0,488.0,23.0,2006.0,71.0,0.625,1.0,4.0,0.0984126984127,0.0851063829787,0.0804926325049,0.093023255814,6.0,0.69314718056,85.5983606557,0.0614905546504,0.163453533923,7.2932302025
592,Greg Jennings,2015.0,32.0,2-52,MIA,195.0,27.2,16.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,208.0,10.95,1.0,13.0,0.528,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,63.0,7.0,0.368,31.0,1.0,3.0,149.0,-0.311,-0.51,wr,,,4.42,36.5,117.0,4.18,6.69,,24.0,3811.0,588.0,365.0,310.0,23.0,2006.0,71.0,0.3125,0.0,0.0,0.0612244897959,0.0520547945205,0.0545788506954,0.0416666666667,9.0,1.38629436112,19.0817307692,0.0109633499329,0.0183033905174,1.22445872691
593,Greg Jennings,2013.0,30.0,2-52,MIN,195.0,27.2,15.0,0.0,0.0,0.0,0.0,0.0,106.0,68.0,804.0,11.82,4.0,53.6,0.642,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,361.0,36.0,0.529,70.0,5.0,5.0,869.0,0.026,1.27,wr,,,4.42,36.5,117.0,4.18,6.69,,18.0,3427.0,546.0,325.0,391.0,23.0,2006.0,71.0,1.0,1.0,26.0,0.194139194139,0.209230769231,0.234607528451,0.222222222222,7.0,1.79175946923,162.09079602,0.325989519516,0.390472331037,35.3322582689
594,Greg Jennings,2014.0,31.0,2-52,MIN,195.0,27.2,16.0,0.0,0.0,0.0,0.0,0.0,92.0,59.0,742.0,12.58,6.0,46.4,0.641,8.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,210.0,40.0,0.678,38.0,5.0,3.0,764.0,0.05,1.25,wr,,,4.42,36.5,117.0,4.18,6.69,,17.0,3244.0,517.0,322.0,325.0,23.0,2006.0,71.0,0.8125,0.0,0.0,0.177949709865,0.183229813665,0.228729963009,0.352941176471,8.0,1.38629436112,59.4339622642,0.297213888929,0.930242906295,36.2330892369
595,Greg Lewis,2009.0,29.0,UDFA,MIN,180.0,24.4,13.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,96.0,12.0,1.0,7.4,0.727,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,46.0,3.0,0.375,32.0,2.0,1.0,90.0,0.061,0.15,wr,,,0.0,,,,,,39.0,4680.0,623.0,420.0,532.0,23.0,2003.0,72.0,0.0769230769231,0.0,0.0,0.0176565008026,0.0190476190476,0.0205128205128,0.025641025641,6.0,0.69314718056,22.0416666667,0.00329189876103,0.0112636249337,0.408035250639
596,Greg Lewis,2010.0,30.0,UDFA,MIN,180.0,24.4,13.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,197.0,11.59,0.0,15.2,0.459,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,83.0,8.0,0.471,33.0,2.0,3.0,172.0,-0.266,-0.4,wr,,,0.0,,,,,,14.0,3097.0,505.0,305.0,281.0,23.0,2003.0,72.0,0.384615384615,1.0,11.0,0.0732673267327,0.055737704918,0.0636099451082,0.0,7.0,1.38629436112,34.9695431472,0.0166247224214,0.0,1.66247224214
597,Greg Lewis,2004.0,24.0,UDFA,PHI,180.0,24.4,16.0,4.0,16.0,4.0,0.0,1.0,37.0,17.0,183.0,10.76,0.0,11.4,0.459,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,50.0,10.0,0.588,25.0,1.0,1.0,165.0,-0.267,-0.38,wr,,,0.0,,,,,,39.0,4759.0,658.0,405.0,461.0,23.0,2003.0,72.0,0.1875,0.0,0.0,0.0562310030395,0.041975308642,0.0384534566085,0.0,1.0,0.69314718056,13.6612021858,0.00838833160541,0.0,0.838833160541
598,Greg Lewis,2005.0,25.0,UDFA,PHI,180.0,24.4,16.0,2.0,13.0,6.5,0.0,0.8,105.0,48.0,561.0,11.69,1.0,35.1,0.457,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,117.0,30.0,0.625,34.0,4.0,5.0,581.0,-0.194,-0.54,wr,,,0.0,,,,,,21.0,3677.0,620.0,337.0,310.0,23.0,2003.0,72.0,1.0,2.0,34.0,0.16935483871,0.142433234421,0.152570029916,0.047619047619,2.0,1.79175946923,24.4010695187,0.0981027848287,0.0209181605912,9.95670560701
599,Greg Lewis,2006.0,26.0,UDFA,PHI,180.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,348.0,14.5,2.0,21.8,0.706,10.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,87.0,20.0,0.833,45.0,3.0,2.0,341.0,0.169,0.81,wr,,,0.0,,,,,,33.0,4489.0,605.0,355.0,445.0,23.0,2003.0,72.0,0.1875,0.0,0.0,0.0561983471074,0.0676056338028,0.0775228335932,0.0606060606061,3.0,1.09861228867,21.75,0.0501847416593,0.0532462269596,5.39119775465
600,Greg Lewis,2007.0,27.0,UDFA,PHI,180.0,24.4,15.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,265.0,20.38,3.0,17.7,0.565,11.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,62.0,11.0,0.846,50.0,5.0,0.0,280.0,0.311,0.84,wr,,,0.0,,,,,,24.0,3755.0,577.0,350.0,336.0,23.0,2003.0,72.0,0.0666666666667,1.0,8.0,0.0398613518198,0.0371428571429,0.0705725699068,0.125,4.0,0.0,14.5056603774,0.0268500548043,0.164730514656,3.83811908303
601,Greg Lewis,2008.0,28.0,UDFA,PHI,180.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,247.0,13.0,1.0,15.4,0.543,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,50.0,13.0,0.684,52.0,1.0,2.0,298.0,0.032,0.45,wr,,,0.0,,,,,,28.0,4768.0,727.0,435.0,490.0,23.0,2003.0,72.0,0.0,1.0,27.0,0.0481430536451,0.0436781609195,0.0518036912752,0.0357142857143,5.0,1.09861228867,10.1214574899,0.0173489893025,0.0156886204435,1.84471927335
602,Greg Little,2014.0,25.0,2-59,CIN,215.0,27.6,6.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,69.0,11.5,0.0,11.5,0.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,30.0,3.0,0.5,21.0,0.0,2.0,57.0,-0.249,-0.11,wr,9.13,33.25,4.51,40.5,129.0,4.21,6.8,11.28,20.0,3565.0,538.0,341.0,375.0,22.0,2011.0,74.0,0.166666666667,0.0,0.0,0.0223048327138,0.0175953079179,0.0193548387097,0.0,3.0,1.09861228867,13.0434782609,0.00183336548807,0.0,0.183336548807
603,Greg Little,2011.0,22.0,2-59,CLE,215.0,27.6,16.0,3.0,15.0,5.0,0.0,0.9,119.0,61.0,709.0,11.62,2.0,44.3,0.513,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,253.0,35.0,0.574,76.0,4.0,12.0,664.0,-0.22,-0.92,wr,9.13,33.25,4.51,40.5,129.0,4.21,6.8,11.28,16.0,3090.0,570.0,320.0,218.0,22.0,2011.0,74.0,0.75,2.0,13.0,0.208771929825,0.190625,0.229449838188,0.125,0.0,2.56494935746,90.2806770099,0.178740124879,0.109820343104,18.6427548896
604,Greg Little,2012.0,23.0,2-59,CLE,215.0,27.6,16.0,2.0,15.0,7.5,0.0,0.9,94.0,53.0,647.0,12.21,4.0,40.4,0.564,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,193.0,35.0,0.66,43.0,3.0,6.0,635.0,-0.076,0.36,wr,9.13,33.25,4.51,40.5,129.0,4.21,6.8,11.28,16.0,3435.0,566.0,328.0,302.0,22.0,2011.0,74.0,1.0,0.0,0.0,0.166077738516,0.161585365854,0.188355167394,0.25,1.0,1.94591014906,57.57187017,0.175107977064,0.439281372417,20.5857673133
605,Greg Little,2013.0,24.0,2-59,CLE,215.0,27.6,16.0,0.0,0.0,0.0,0.0,0.0,99.0,41.0,465.0,11.34,2.0,29.1,0.414,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,191.0,22.0,0.537,47.0,4.0,6.0,380.0,-0.347,-1.71,wr,9.13,33.25,4.51,40.5,129.0,4.21,6.8,11.28,26.0,4040.0,681.0,379.0,308.0,22.0,2011.0,74.0,0.8125,1.0,23.0,0.145374449339,0.108179419525,0.115099009901,0.0769230769231,2.0,1.94591014906,78.4537634409,0.0451096410727,0.0675817496026,4.98403635449
606,Greg Salas,2014.0,26.0,4-112,NYJ,206.0,27.2,10.0,1.0,20.0,20.0,1.0,2.0,23.0,8.0,167.0,20.88,0.0,16.7,0.348,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,114.0,6.0,0.75,51.0,4.0,1.0,121.0,-0.201,-0.13,wr,9.25,32.0,4.53,37.0,120.0,4.1,6.65,11.21,16.0,2946.0,498.0,287.0,283.0,23.0,2011.0,73.0,0.2,0.0,0.0,0.0461847389558,0.0278745644599,0.0566870332654,0.0,3.0,0.69314718056,77.8203592814,0.0135161429414,0.0,1.35161429414
607,Greg Salas,2011.0,23.0,4-112,STL,206.0,27.2,6.0,1.0,8.0,8.0,0.0,1.3,38.0,27.0,264.0,9.78,0.0,44.0,0.711,6.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,231.0,11.0,0.407,21.0,0.0,3.0,128.0,-0.36,-0.64,wr,9.25,32.0,4.53,37.0,120.0,4.1,6.65,11.21,9.0,2870.0,549.0,292.0,193.0,23.0,2011.0,73.0,0.0,0.0,0.0,0.0692167577413,0.0924657534247,0.0919860627178,0.0,0.0,1.38629436112,202.125,0.0413330649322,0.0,4.13330649322
608,Griff Whalen,2013.0,23.0,UDFA,IND,185.0,24.4,9.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,259.0,10.79,2.0,28.8,0.6,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,135.0,14.0,0.583,25.0,1.0,2.0,304.0,-0.027,0.32,wr,,,0.0,,,,,,29.0,4478.0,668.0,399.0,458.0,22.0,2012.0,73.0,0.333333333333,0.0,0.0,0.059880239521,0.0601503759398,0.0578383206789,0.0689655172414,1.0,1.09861228867,70.3667953668,0.0259940116218,0.0605905341264,3.02353490106
609,Griff Whalen,2015.0,25.0,UDFA,IND,185.0,24.4,14.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,205.0,10.79,1.0,14.6,0.731,7.88,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,53.0,11.0,0.579,38.0,1.0,1.0,245.0,0.141,0.54,wr,,,0.0,,,,,,26.0,3704.0,619.0,355.0,333.0,22.0,2012.0,73.0,0.0,0.0,0.0,0.0420032310178,0.0535211267606,0.0553455723542,0.0384615384615,3.0,0.69314718056,13.7024390244,0.0178217561954,0.0168954374006,1.90044368135
610,Hakeem Nicks,2014.0,26.0,1-29,IND,210.0,28.5,16.0,0.0,0.0,0.0,0.0,0.0,68.0,38.0,405.0,10.66,4.0,25.3,0.559,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,135.0,18.0,0.474,29.0,3.0,2.0,446.0,-0.127,0.0,wr,,,4.51,36.0,,,,,45.0,5653.0,781.0,480.0,515.0,21.0,2009.0,72.0,0.375,4.0,75.0,0.0870678617157,0.0791666666667,0.071643375199,0.0888888888889,5.0,1.09861228867,45.0,0.0401414347052,0.156188932415,5.10746599743
611,Hakeem Nicks,2009.0,21.0,1-29,NYG,210.0,28.5,14.0,2.0,8.0,4.0,0.0,0.6,74.0,47.0,790.0,16.81,6.0,56.4,0.635,10.68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,423.0,32.0,0.681,68.0,10.0,2.0,742.0,0.182,1.8,wr,,,4.51,36.0,,,,,28.0,4019.0,542.0,338.0,402.0,21.0,2009.0,72.0,0.428571428571,0.0,0.0,0.136531365314,0.139053254438,0.196566310027,0.214285714286,0.0,1.09861228867,226.492405063,0.285579109904,0.564790335965,32.5114433422
612,Hakeem Nicks,2012.0,24.0,1-29,NYG,210.0,28.5,13.0,0.0,0.0,0.0,0.0,0.0,100.0,53.0,692.0,13.06,3.0,53.2,0.53,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,209.0,35.0,0.66,50.0,7.0,2.0,765.0,-0.058,0.57,wr,,,4.51,36.0,,,,,26.0,3825.0,539.0,323.0,429.0,21.0,2009.0,72.0,0.846153846154,4.0,85.0,0.185528756957,0.164086687307,0.18091503268,0.115384615385,3.0,1.09861228867,63.1228323699,0.236883512665,0.152058936606,24.7527638227
613,Hakeem Nicks,2013.0,25.0,1-29,NYG,210.0,28.5,15.0,0.0,0.0,0.0,0.0,0.0,101.0,56.0,896.0,16.0,0.0,59.7,0.554,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,283.0,38.0,0.679,57.0,10.0,5.0,786.0,-0.024,0.83,wr,,,4.51,36.0,,,,,18.0,3588.0,567.0,325.0,294.0,21.0,2009.0,72.0,1.0,4.0,32.0,0.178130511464,0.172307692308,0.2497212932,0.0,4.0,1.79175946923,89.3850446429,0.284302407408,0.0,28.4302407408
614,Hakeem Nicks,2015.0,27.0,1-29,NYG,210.0,28.5,6.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,54.0,7.71,0.0,9.0,0.5,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,22.0,2.0,0.286,19.0,0.0,0.0,39.0,-0.445,-0.36,wr,,,4.51,36.0,,,,,36.0,4347.0,623.0,392.0,420.0,21.0,2009.0,72.0,0.333333333333,0.0,0.0,0.0224719101124,0.0178571428571,0.0124223602484,0.0,6.0,0.0,8.96296296296,0.000526019842775,0.0,0.0526019842775
615,Hank Baskett,2006.0,24.0,UDFA,PHI,220.0,28.2,16.0,0.0,0.0,0.0,0.0,0.0,42.0,22.0,464.0,21.09,2.0,29.0,0.524,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,176.0,17.0,0.773,89.0,4.0,4.0,389.0,0.134,0.85,wr,,,4.5,35.0,119.0,4.22,6.8,,33.0,4489.0,605.0,355.0,445.0,24.0,2006.0,74.0,0.3125,0.0,0.0,0.0694214876033,0.0619718309859,0.103363778124,0.0606060606061,0.0,1.60943791243,66.7586206897,0.0600209186249,0.0532462269596,6.3748154512
616,Hank Baskett,2007.0,25.0,UDFA,PHI,220.0,28.2,16.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,142.0,8.88,1.0,8.9,0.727,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,37.0,5.0,0.313,25.0,1.0,0.0,156.0,-0.033,0.15,wr,,,4.5,35.0,119.0,4.22,6.8,,24.0,3755.0,577.0,350.0,336.0,24.0,2006.0,74.0,0.0,0.0,0.0,0.0381282495667,0.0457142857143,0.0378162450067,0.0416666666667,1.0,0.0,9.64084507042,0.00882308689383,0.0183033905174,1.010432423
617,Hank Baskett,2008.0,26.0,UDFA,PHI,220.0,28.2,15.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,440.0,13.33,3.0,29.3,0.635,8.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,157.0,22.0,0.667,90.0,3.0,4.0,470.0,0.086,0.89,wr,,,4.5,35.0,119.0,4.22,6.8,,28.0,4768.0,727.0,435.0,490.0,24.0,2006.0,74.0,0.4,1.0,20.0,0.0715268225585,0.0758620689655,0.0922818791946,0.107142857143,2.0,1.60943791243,56.0204545455,0.0544939312834,0.141197583991,6.43777621628
618,Harry Douglas,2008.0,24.0,3-84,ATL,170.0,23.7,16.0,12.0,69.0,5.75,1.0,4.3,39.0,23.0,320.0,13.91,1.0,20.0,0.59,8.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,115.0,13.0,0.565,69.0,3.0,3.0,286.0,-0.015,0.33,wr,,,4.51,31.0,120.0,4.12,6.57,,18.0,3526.0,474.0,291.0,415.0,24.0,2008.0,71.0,0.0,0.0,0.0,0.0822784810127,0.0790378006873,0.0907543959161,0.0555555555556,0.0,1.38629436112,41.328125,0.0534061025003,0.0488090413797,5.68227353968
619,Harry Douglas,2011.0,27.0,3-84,ATL,170.0,23.7,16.0,1.0,3.0,3.0,0.0,0.2,62.0,39.0,498.0,12.77,1.0,31.1,0.629,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,251.0,20.0,0.513,49.0,4.0,4.0,424.0,-0.049,0.35,wr,,,4.51,31.0,120.0,4.12,6.57,,29.0,4375.0,635.0,389.0,404.0,24.0,2008.0,71.0,0.25,0.0,0.0,0.0976377952756,0.100257069409,0.113828571429,0.0344827586207,3.0,1.60943791243,126.508032129,0.0808295843204,0.0151476335316,8.18899186676
620,Harry Douglas,2012.0,28.0,3-84,ATL,170.0,23.7,15.0,2.0,4.0,2.0,0.0,0.3,59.0,38.0,396.0,10.42,1.0,26.4,0.644,6.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,159.0,17.0,0.447,37.0,3.0,2.0,345.0,-0.166,-0.18,wr,,,4.51,31.0,120.0,4.12,6.57,,38.0,5155.0,692.0,476.0,473.0,24.0,2008.0,71.0,0.0666666666667,0.0,0.0,0.0852601156069,0.0798319327731,0.0768186226964,0.0263157894737,4.0,1.09861228867,63.8409090909,0.042036716542,0.0115600361162,4.28459190701
621,Harry Douglas,2014.0,30.0,3-84,ATL,170.0,23.7,12.0,0.0,0.0,0.0,0.0,0.0,74.0,51.0,556.0,10.9,2.0,46.3,0.689,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,247.0,28.0,0.549,41.0,2.0,1.0,635.0,0.059,1.08,wr,,,4.51,31.0,120.0,4.12,6.57,,28.0,4553.0,632.0,418.0,381.0,24.0,2008.0,71.0,0.5,2.0,22.0,0.117088607595,0.122009569378,0.122117285306,0.0714285714286,6.0,0.69314718056,109.728417266,0.132091968237,0.0627544817738,13.6484781961
622,Herman Moore,1999.0,30.0,1-10,DET,210.0,25.6,8.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,197.0,12.31,2.0,24.6,0.516,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,59.0,11.0,0.688,26.0,1.0,4.0,231.0,-0.008,0.28,wr,,,0.0,,,,,,23.0,3899.0,604.0,347.0,335.0,30.0,1999.0,76.0,0.5,0.0,0.0,0.0513245033113,0.0461095100865,0.05052577584,0.0869565217391,0.0,1.60943791243,17.6700507614,0.0156352137423,0.0763967604202,2.09829869717
623,Herman Moore,2000.0,31.0,1-10,DET,210.0,25.6,15.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,434.0,10.85,3.0,28.9,0.5,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,97.0,24.0,0.6,30.0,3.0,3.0,488.0,-0.158,-0.2,wr,,,0.0,,,,,,14.0,2675.0,503.0,277.0,307.0,30.0,1999.0,76.0,0.733333333333,1.0,20.0,0.159045725646,0.14440433213,0.162242990654,0.214285714286,1.0,1.38629436112,21.6797235023,0.0978418374429,0.282395167982,11.7609499202
