,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,total_points,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,pct_team_tgts,pct_team_receptions,pct_of_team_passyards,pct_team_touchdowns,years_in_league
875,Jabar Gaffney,2008.0,28.0,2-33,NE,205.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,468.0,12.32,2.0,29.3,0.585,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,118.0,26.0,0.684,37.0,2.0,6.0,491.0,-0.032,0.49,wr,,,4.56,,,4.06,6.87,,21.0,3569.0,536.0,340.0,410.0,22.0,2002.0,73.0,0.4375,0.0,0.0,0.121268656716,0.111764705882,0.131129167834,0.0952380952381,6.0
876,Julian Edelman,2009.0,23.0,7-232,NE,198.0,26.9,11.0,2.0,5.0,2.5,0.0,0.5,54.0,37.0,359.0,9.7,1.0,32.6,0.685,6.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,270.0,19.0,0.514,29.0,3.0,5.0,407.0,-0.005,0.5,wr,,,0,,,,,,30.0,4568.0,634.0,413.0,441.0,23.0,2009.0,72.0,0.636363636364,0.0,0.0,0.0851735015773,0.089588377724,0.0785901926445,0.0333333333333,0.0
877,Sam Aiken,2009.0,29.0,4-127,NE,204.0,26.2,14.0,0.0,0.0,0.0,0.0,0.0,41.0,20.0,326.0,16.3,2.0,23.3,0.488,7.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,185.0,12.0,0.6,81.0,4.0,3.0,297.0,-0.078,0.16,wr,,,4.59,39.5,121.0,,7.22,,30.0,4568.0,634.0,413.0,441.0,23.0,2003.0,74.0,0.5,2.0,30.0,0.0646687697161,0.0484261501211,0.0713660245184,0.0666666666667,6.0
878,Julian Edelman,2010.0,24.0,7-232,NE,198.0,26.9,15.0,2.0,14.0,7.0,0.0,0.9,14.0,7.0,86.0,12.29,0.0,5.7,0.5,6.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,102.0,3.0,0.429,40.0,1.0,1.0,59.0,-0.291,-0.17,wr,,,0,,,,,,39.0,4106.0,552.0,360.0,539.0,23.0,2009.0,72.0,0.2,0.0,0.0,0.0253623188406,0.0194444444444,0.0209449585972,0.0,1.0
879,Brandon Tate,2010.0,23.0,3-83,NE,195.0,25.7,16.0,5.0,62.0,12.4,0.0,3.9,46.0,24.0,432.0,18.0,3.0,27.0,0.522,9.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,149.0,14.0,0.583,65.0,7.0,5.0,332.0,-0.005,0.41,wr,,,0,,,,,,39.0,4106.0,552.0,360.0,539.0,22.0,2009.0,73.0,0.625,0.0,0.0,0.0833333333333,0.0666666666667,0.105211885046,0.0769230769231,1.0
880,Chad Johnson,2011.0,33.0,2-36,NE,192.0,25.3,15.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,276.0,18.4,1.0,18.4,0.469,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,51.0,13.0,0.867,53.0,3.0,1.0,230.0,-0.049,0.19,wr,,,4.57,33.0,108.0,4.14,7.51,,47.0,5947.0,723.0,477.0,598.0,23.0,2001.0,73.0,0.2,0.0,0.0,0.0442600276625,0.0314465408805,0.046409954599,0.0212765957447,10.0
881,Deion Branch,2011.0,32.0,2-65,NE,193.0,28.5,15.0,0.0,0.0,0.0,0.0,0.0,90.0,51.0,702.0,13.76,5.0,46.8,0.567,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,342.0,37.0,0.725,63.0,5.0,2.0,774.0,0.053,1.29,wr,,,4.47,36.0,117.0,3.76,6.71,,47.0,5947.0,723.0,477.0,598.0,23.0,2002.0,69.0,1.0,1.0,7.0,0.124481327801,0.106918238994,0.11804271061,0.106382978723,9.0
882,Deion Branch,2012.0,33.0,2-65,NE,193.0,28.5,10.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,145.0,9.06,0.0,14.5,0.552,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,48.0,10.0,0.625,25.0,1.0,1.0,191.0,-0.143,-0.04,wr,,,4.47,36.0,117.0,3.76,6.71,,38.0,5317.0,735.0,456.0,611.0,23.0,2002.0,69.0,0.4,2.0,22.0,0.0394557823129,0.0350877192982,0.0272710174911,0.0,10.0
883,Julian Edelman,2012.0,26.0,7-232,NE,198.0,26.9,9.0,4.0,45.0,11.25,0.0,5.0,32.0,21.0,235.0,11.19,3.0,26.1,0.656,7.34,1.0,1.0,22.0,1.0,1.0,0.0,0.0,wr,0.0,142.0,12.0,0.571,56.0,1.0,1.0,297.0,0.103,0.59,wr,,,0,,,,,,38.0,5317.0,735.0,456.0,611.0,23.0,2009.0,72.0,0.333333333333,1.0,17.0,0.043537414966,0.0460526315789,0.0441978559338,0.0789473684211,3.0
884,Aaron Dobson,2013.0,22.0,2-59,NE,210.0,26.2,12.0,0.0,0.0,0.0,0.0,0.0,72.0,37.0,519.0,14.03,4.0,43.3,0.514,7.21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,207.0,25.0,0.676,81.0,4.0,7.0,583.0,-0.054,0.46,wr,,,0,,,,,,26.0,4528.0,691.0,417.0,503.0,22.0,2013.0,75.0,0.75,5.0,81.0,0.104196816208,0.0887290167866,0.114620141343,0.153846153846,0.0
885,Kenbrell Thompkins,2013.0,25.0,UDFA,NE,196.0,26.6,12.0,0.0,0.0,0.0,0.0,0.0,69.0,32.0,466.0,14.56,4.0,38.8,0.464,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,143.0,21.0,0.656,49.0,4.0,7.0,454.0,-0.119,0.04,wr,8.68,32.28,4.54,33.5,121.0,4.21,6.88,11.9,26.0,4528.0,691.0,417.0,503.0,25.0,2013.0,72.0,0.666666666667,1.0,16.0,0.0998552821997,0.0767386091127,0.102915194346,0.153846153846,0.0
886,Austin Collie,2013.0,28.0,4-127,NE,200.0,26.4,7.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,63.0,10.5,0.0,9.0,0.545,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,11.0,6.0,1.0,19.0,0.0,0.0,83.0,-0.055,0.06,wr,,,4.56,34.0,120.0,4.24,6.78,,26.0,4528.0,691.0,417.0,503.0,24.0,2009.0,73.0,0.142857142857,0.0,0.0,0.0159189580318,0.0143884892086,0.0139134275618,0.0,4.0
887,Josh Boyce,2013.0,22.0,4-102,NE,206.0,28.7,9.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,121.0,13.44,0.0,13.4,0.474,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,80.0,6.0,0.667,30.0,1.0,2.0,147.0,-0.069,0.09,wr,9.28,31.28,4.38,34.0,131.0,4.1,6.68,11.26,26.0,4528.0,691.0,417.0,503.0,22.0,2013.0,71.0,0.333333333333,2.0,39.0,0.027496382055,0.0215827338129,0.026722614841,0.0,0.0
888,Danny Amendola,2013.0,28.0,UDFA,NE,183.0,25.5,12.0,1.0,1.0,1.0,0.0,0.1,83.0,54.0,633.0,11.72,2.0,52.8,0.651,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,291.0,37.0,0.685,57.0,4.0,4.0,773.0,0.123,1.63,wr,,,0,,,,,,26.0,4528.0,691.0,417.0,503.0,25.0,2010.0,71.0,0.5,1.0,5.0,0.12011577424,0.129496402878,0.139796819788,0.0769230769231,3.0
889,Danny Amendola,2014.0,29.0,UDFA,NE,183.0,25.5,16.0,0.0,0.0,0.0,0.0,0.0,42.0,27.0,200.0,7.41,1.0,12.5,0.643,4.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,84.0,12.0,0.444,21.0,0.0,0.0,235.0,-0.177,-0.16,wr,,,0,,,,,,45.0,5069.0,745.0,486.0,576.0,25.0,2010.0,71.0,0.25,2.0,54.0,0.0563758389262,0.0555555555556,0.0394555139081,0.0222222222222,4.0
890,Brian Tyms,2014.0,25.0,UDFA,NE,210.0,26.2,11.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,82.0,16.4,1.0,7.5,0.455,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,4.0,3.0,0.6,43.0,1.0,0.0,76.0,-0.056,0.06,wr,,,0,,,,,,45.0,5069.0,745.0,486.0,576.0,23.0,2012.0,75.0,0.181818181818,0.0,0.0,0.0147651006711,0.0102880658436,0.0161767607023,0.0222222222222,2.0
891,Aaron Dobson,2015.0,24.0,2-59,NE,210.0,26.2,8.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,141.0,10.85,0.0,17.6,0.619,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,38.0,9.0,0.692,24.0,0.0,1.0,214.0,0.151,0.49,wr,,,0,,,,,,39.0,5181.0,727.0,459.0,510.0,22.0,2013.0,75.0,0.375,2.0,66.0,0.0288858321871,0.0283224400871,0.0272148233932,0.0,2.0
892,Keshawn Martin,2015.0,25.0,4-121,NE,190.0,27.3,9.0,1.0,6.0,6.0,0.0,0.7,37.0,24.0,269.0,11.21,2.0,29.9,0.649,7.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,70.0,14.0,0.583,39.0,1.0,1.0,372.0,0.149,0.84,wr,9.25,31.5,4.42,39.5,122.0,4.13,6.85,11.16,39.0,5181.0,727.0,459.0,510.0,22.0,2012.0,70.0,0.888888888889,3.0,66.0,0.050894085282,0.0522875816993,0.0519204786721,0.0512820512821,3.0
893,Danny Amendola,2015.0,30.0,UDFA,NE,183.0,25.5,14.0,2.0,11.0,5.5,0.0,0.8,87.0,65.0,648.0,9.97,3.0,46.3,0.747,7.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,262.0,32.0,0.492,41.0,3.0,2.0,740.0,0.086,1.39,wr,,,0,,,,,,39.0,5181.0,727.0,459.0,510.0,25.0,2010.0,71.0,0.5,0.0,0.0,0.119669876204,0.141612200436,0.125072379849,0.0769230769231,5.0
894,Brandon LaFell,2015.0,29.0,3-78,NE,208.0,26.7,11.0,2.0,9.0,4.5,0.0,0.8,74.0,37.0,515.0,13.92,0.0,46.8,0.5,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,247.0,22.0,0.595,54.0,6.0,6.0,410.0,-0.201,-0.43,wr,,,4.58,36.0,115.0,4.23,6.81,,39.0,5181.0,727.0,459.0,510.0,24.0,2010.0,74.0,0.636363636364,1.0,3.0,0.101788170564,0.0806100217865,0.0994016599112,0.0,5.0
895,Julian Edelman,2015.0,29.0,7-232,NE,198.0,26.9,9.0,3.0,23.0,7.67,0.0,2.6,88.0,61.0,692.0,11.34,7.0,76.9,0.693,7.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,325.0,37.0,0.607,59.0,3.0,8.0,776.0,0.081,1.44,wr,,,0,,,,,,39.0,5181.0,727.0,459.0,510.0,23.0,2009.0,72.0,1.0,1.0,28.0,0.121045392022,0.132897603486,0.133564948852,0.179487179487,6.0
896,Andre Hastings,1999.0,29.0,3-76,NO,190.0,25.1,15.0,1.0,4.0,4.0,0.0,0.3,64.0,40.0,564.0,14.1,1.0,37.6,0.625,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,102.0,25.0,0.625,42.0,6.0,2.0,600.0,0.151,1.36,wr,,,0,,,,,,16.0,3293.0,553.0,288.0,260.0,29.0,1999.0,73.0,0.333333333333,2.0,39.0,0.115732368897,0.138888888889,0.171272395991,0.0625,0.0
897,Eddie Kennison,1999.0,26.0,1-18,NO,201.0,26.5,16.0,3.0,20.0,6.67,0.0,1.3,128.0,61.0,835.0,13.69,4.0,52.2,0.477,6.52,6.0,4.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,237.0,34.0,0.557,90.0,7.0,3.0,769.0,-0.147,-0.2,wr,,,0,,,,,,16.0,3293.0,553.0,288.0,260.0,26.0,1999.0,73.0,1.0,2.0,19.0,0.231464737794,0.211805555556,0.253568174916,0.25,0.0
898,Keith Poole,1999.0,25.0,4-116,NO,188.0,25.5,15.0,1.0,14.0,14.0,0.0,0.9,86.0,42.0,796.0,18.95,6.0,53.1,0.488,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,272.0,34.0,0.81,67.0,9.0,3.0,854.0,0.19,2.11,wr,,,0,,,,,,16.0,3293.0,553.0,288.0,260.0,25.0,1999.0,72.0,1.0,2.0,71.0,0.155515370705,0.145833333333,0.241724870938,0.375,0.0
899,Lawrence Dawsey,1999.0,32.0,3-66,NO,192.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,196.0,12.25,1.0,19.6,0.485,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,74.0,8.0,0.5,57.0,1.0,0.0,141.0,-0.289,-0.4,wr,,,0,,,,,,16.0,3293.0,553.0,288.0,260.0,32.0,1999.0,72.0,0.0,0.0,0.0,0.0596745027125,0.0555555555556,0.0595201943517,0.0625,0.0
900,Keith Poole,2000.0,26.0,4-116,NO,188.0,25.5,15.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,293.0,13.95,1.0,19.5,0.568,7.92,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,90.0,12.0,0.571,49.0,3.0,3.0,234.0,-0.093,0.09,wr,,,0,,,,,,28.0,3866.0,574.0,344.0,401.0,25.0,1999.0,72.0,0.266666666667,0.0,0.0,0.0644599303136,0.0610465116279,0.0757889291257,0.0357142857143,1.0
901,Jake Reed,2000.0,33.0,3-68,NO,216.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,206.0,12.88,0.0,29.4,0.516,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,58.0,12.0,0.75,22.0,0.0,0.0,263.0,-0.036,0.25,wr,,,0,,,,,,28.0,3866.0,574.0,344.0,401.0,32.0,1999.0,75.0,0.857142857143,4.0,49.0,0.0540069686411,0.046511627907,0.0532850491464,0.0,1.0
902,Willie Jackson,2000.0,29.0,4-109,NO,212.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,80.0,37.0,523.0,14.14,6.0,34.9,0.463,6.54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,195.0,28.0,0.757,53.0,5.0,5.0,472.0,-0.168,-0.26,wr,,,0,,,,,,28.0,3866.0,574.0,344.0,401.0,28.0,1999.0,73.0,0.466666666667,0.0,0.0,0.1393728223,0.107558139535,0.135281945163,0.214285714286,1.0
903,Albert Connell,2001.0,27.0,4-115,NO,179.0,24.3,11.0,1.0,6.0,6.0,0.0,0.5,28.0,12.0,191.0,15.92,2.0,17.4,0.429,6.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,29.0,7.0,0.583,46.0,3.0,2.0,167.0,-0.119,0.02,wr,,,0,,,,,,27.0,3514.0,562.0,313.0,333.0,25.0,1999.0,72.0,0.0909090909091,0.0,0.0,0.0498220640569,0.038338658147,0.0543540125213,0.0740740740741,2.0
904,Robert Wilson,2001.0,27.0,UDFA,NO,176.0,24.5,15.0,0.0,0.0,0.0,0.0,0.0,38.0,21.0,277.0,13.19,0.0,18.5,0.553,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,73.0,14.0,0.667,44.0,2.0,2.0,276.0,-0.046,0.24,wr,,,0,,,,,,27.0,3514.0,562.0,313.0,333.0,26.0,2000.0,71.0,0.0666666666667,1.0,10.0,0.067615658363,0.0670926517572,0.078827546955,0.0,1.0
905,Michael Lewis,2002.0,31.0,UDFA,NO,165.0,25.1,16.0,1.0,15.0,15.0,0.0,0.9,19.0,8.0,200.0,25.0,0.0,12.5,0.421,10.53,6.0,2.0,0.0,0.0,0.0,1.0,1.0,wr,1.0,93.0,4.0,0.5,59.0,3.0,1.0,94.0,-0.199,-0.1,wr,,,0,,,,,,27.0,3441.0,538.0,291.0,432.0,30.0,2001.0,68.0,0.0,0.0,0.0,0.0353159851301,0.0274914089347,0.0581226387678,0.0,1.0
906,Jerome Pathon,2002.0,27.0,2-32,NO,195.0,26.4,14.0,0.0,0.0,0.0,0.0,0.0,80.0,43.0,523.0,12.16,4.0,37.4,0.538,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,130.0,25.0,0.581,64.0,1.0,2.0,554.0,-0.062,0.39,wr,,,0,,,,,,27.0,3441.0,538.0,291.0,432.0,24.0,1999.0,72.0,0.928571428571,1.0,15.0,0.148698884758,0.147766323024,0.151990700378,0.148148148148,3.0
907,Jake Reed,2002.0,35.0,3-68,NO,216.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,47.0,21.0,360.0,17.14,3.0,25.7,0.447,7.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,129.0,16.0,0.762,54.0,5.0,5.0,325.0,-0.035,0.31,wr,,,0,,,,,,27.0,3441.0,538.0,291.0,432.0,32.0,1999.0,75.0,0.142857142857,0.0,0.0,0.0873605947955,0.0721649484536,0.104620749782,0.111111111111,3.0
908,Michael Lewis,2003.0,32.0,UDFA,NO,165.0,25.1,13.0,1.0,2.0,2.0,0.0,0.2,25.0,12.0,226.0,18.83,1.0,17.4,0.48,9.04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,46.0,10.0,0.833,39.0,3.0,1.0,255.0,0.225,0.67,wr,,,0,,,,,,25.0,3438.0,535.0,314.0,340.0,30.0,2001.0,68.0,0.0769230769231,1.0,31.0,0.0467289719626,0.0382165605096,0.065735892961,0.04,2.0
909,Talman Gardner,2003.0,23.0,7-231,NO,205.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,29.0,9.67,0.0,2.9,0.2,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,3.0,2.0,0.667,11.0,0.0,1.0,1.0,-0.671,-0.56,wr,,,4.44,34.5,116.0,4.43,7.54,,25.0,3438.0,535.0,314.0,340.0,23.0,2003.0,73.0,0.1,0.0,0.0,0.0280373831776,0.00955414012739,0.00843513670739,0.0,0.0
910,Jerome Pathon,2003.0,28.0,2-32,NO,195.0,26.4,16.0,0.0,0.0,0.0,0.0,0.0,80.0,44.0,578.0,13.14,4.0,36.1,0.55,7.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,124.0,27.0,0.614,40.0,4.0,5.0,581.0,-0.026,0.61,wr,,,0,,,,,,25.0,3438.0,535.0,314.0,340.0,24.0,1999.0,72.0,0.75,1.0,48.0,0.14953271028,0.140127388535,0.168121000582,0.16,4.0
911,Michael Lewis,2004.0,33.0,UDFA,NO,165.0,25.1,14.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,127.0,15.88,0.0,9.1,0.615,9.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,27.0,7.0,0.875,30.0,2.0,0.0,130.0,0.241,0.35,wr,,,0,,,,,,21.0,3587.0,542.0,309.0,348.0,30.0,2001.0,68.0,0.0714285714286,0.0,0.0,0.0239852398524,0.0258899676375,0.0354056314469,0.0,3.0
912,Jerome Pathon,2004.0,29.0,2-32,NO,195.0,26.4,15.0,0.0,0.0,0.0,0.0,0.0,67.0,34.0,581.0,17.09,1.0,38.7,0.507,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,147.0,23.0,0.676,38.0,9.0,2.0,446.0,-0.081,0.23,wr,,,0,,,,,,21.0,3587.0,542.0,309.0,348.0,24.0,1999.0,72.0,0.466666666667,1.0,18.0,0.123616236162,0.11003236246,0.161973794257,0.047619047619,5.0
913,Joe Horn,2005.0,33.0,5-135,NO,206.0,27.2,13.0,0.0,0.0,0.0,0.0,0.0,103.0,49.0,654.0,13.35,1.0,50.3,0.476,6.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,126.0,37.0,0.755,30.0,4.0,6.0,554.0,-0.205,-0.63,wr,,,0,,,,,,15.0,3343.0,553.0,308.0,235.0,27.0,1999.0,73.0,1.0,1.0,5.0,0.186256781193,0.159090909091,0.195632665271,0.0666666666667,6.0
914,Devery Henderson,2005.0,23.0,2-50,NO,200.0,27.9,15.0,1.0,9.0,9.0,0.0,0.6,50.0,22.0,343.0,15.59,3.0,22.9,0.44,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,101.0,16.0,0.727,66.0,2.0,5.0,358.0,-0.086,0.17,wr,,,0,,,,,,15.0,3343.0,553.0,308.0,235.0,22.0,2004.0,71.0,0.2,2.0,48.0,0.0904159132007,0.0714285714286,0.102602452887,0.2,1.0
915,Joe Horn,2006.0,34.0,5-135,NO,206.0,27.2,10.0,0.0,0.0,0.0,0.0,0.0,61.0,37.0,679.0,18.35,4.0,67.9,0.607,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,171.0,28.0,0.757,72.0,6.0,5.0,688.0,0.251,1.89,wr,,,0,,,,,,30.0,5049.0,661.0,419.0,454.0,27.0,1999.0,73.0,0.9,1.0,11.0,0.0922844175492,0.0883054892601,0.134482075659,0.133333333333,7.0
916,Devery Henderson,2006.0,24.0,2-50,NO,200.0,27.9,13.0,2.0,14.0,7.0,1.0,1.1,54.0,32.0,745.0,23.28,5.0,57.3,0.593,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,206.0,28.0,0.875,76.0,11.0,8.0,685.0,0.408,2.28,wr,,,0,,,,,,30.0,5049.0,661.0,419.0,454.0,22.0,2004.0,71.0,0.538461538462,0.0,0.0,0.0816944024206,0.0763723150358,0.147553971083,0.166666666667,2.0
917,Terrance Copper,2006.0,24.0,UDFA,NO,204.0,27.7,15.0,1.0,8.0,8.0,0.0,0.5,42.0,23.0,385.0,16.74,3.0,25.7,0.548,9.17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,95.0,18.0,0.783,48.0,5.0,0.0,341.0,-0.002,0.43,wr,,,4.53,35.5,116.0,4.33,7.36,,30.0,5049.0,661.0,419.0,454.0,23.0,2005.0,72.0,0.266666666667,0.0,0.0,0.0635400907716,0.054892601432,0.0762527233115,0.1,1.0
918,Terrance Copper,2007.0,25.0,UDFA,NO,204.0,27.7,15.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,126.0,8.4,2.0,8.4,0.714,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,58.0,7.0,0.467,21.0,0.0,0.0,172.0,0.037,0.27,wr,,,4.53,35.5,116.0,4.33,7.36,,28.0,4314.0,652.0,440.0,379.0,23.0,2005.0,72.0,0.0666666666667,0.0,0.0,0.0322085889571,0.0340909090909,0.029207232267,0.0714285714286,2.0
919,Devery Henderson,2007.0,25.0,2-50,NO,200.0,27.9,16.0,2.0,20.0,10.0,0.0,1.3,43.0,20.0,409.0,20.45,3.0,25.6,0.465,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,85.0,16.0,0.8,54.0,7.0,10.0,399.0,0.096,0.78,wr,,,0,,,,,,28.0,4314.0,652.0,440.0,379.0,22.0,2004.0,71.0,0.5625,0.0,0.0,0.0659509202454,0.0454545454545,0.0948076031525,0.107142857143,3.0
920,Lance Moore,2007.0,24.0,UDFA,NO,177.0,26.1,16.0,2.0,7.0,3.5,1.0,0.4,50.0,32.0,302.0,9.44,2.0,18.9,0.64,6.04,2.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,63.0,22.0,0.688,22.0,0.0,3.0,438.0,0.064,0.76,wr,,,0,,,,,,28.0,4314.0,652.0,440.0,379.0,23.0,2006.0,69.0,0.25,1.0,6.0,0.0766871165644,0.0727272727273,0.0700046360686,0.0714285714286,1.0
921,David Patten,2008.0,34.0,UDFA,NO,190.0,27.3,5.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,162.0,14.73,1.0,32.4,0.55,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,38.0,7.0,0.636,39.0,1.0,1.0,191.0,0.149,0.43,wr,,,0,,,,,,34.0,4977.0,636.0,413.0,463.0,25.0,1999.0,70.0,0.6,0.0,0.0,0.0314465408805,0.0266343825666,0.0325497287523,0.0294117647059,9.0
922,Robert Meachem,2008.0,24.0,1-27,NO,214.0,27.5,14.0,1.0,20.0,20.0,1.0,1.4,20.0,12.0,289.0,24.08,3.0,20.6,0.6,14.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,71.0,8.0,0.667,74.0,3.0,2.0,289.0,0.645,1.14,wr,,,4.39,37.5,121.0,4.31,6.97,,34.0,4977.0,636.0,413.0,463.0,24.0,2008.0,74.0,0.214285714286,1.0,19.0,0.0314465408805,0.0290556900726,0.0580671087,0.0882352941176,0.0
923,Devery Henderson,2008.0,26.0,2-50,NO,200.0,27.9,16.0,4.0,33.0,8.25,0.0,2.1,56.0,32.0,793.0,24.78,3.0,49.6,0.571,14.16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,271.0,27.0,0.844,84.0,8.0,2.0,680.0,0.375,2.19,wr,,,0,,,,,,34.0,4977.0,636.0,413.0,463.0,22.0,2004.0,71.0,0.8125,0.0,0.0,0.0880503144654,0.0774818401937,0.159332931485,0.0882352941176,4.0
924,Marques Colston,2008.0,25.0,7-252,NO,225.0,27.4,11.0,0.0,0.0,0.0,0.0,0.0,88.0,47.0,760.0,16.17,5.0,69.1,0.534,8.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,253.0,35.0,0.745,70.0,7.0,8.0,760.0,0.041,1.2,wr,,,4.50,37.0,123.0,4.44,6.96,,34.0,4977.0,636.0,413.0,463.0,23.0,2006.0,76.0,0.545454545455,1.0,10.0,0.138364779874,0.113801452785,0.152702431183,0.147058823529,2.0
925,Lance Moore,2009.0,26.0,UDFA,NO,177.0,26.1,7.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,153.0,10.93,2.0,21.9,0.737,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,46.0,10.0,0.714,22.0,0.0,2.0,211.0,0.243,0.57,wr,,,0,,,,,,42.0,5072.0,646.0,450.0,617.0,23.0,2006.0,69.0,0.0,0.0,0.0,0.0294117647059,0.0311111111111,0.030165615142,0.047619047619,3.0
926,Robert Meachem,2009.0,25.0,1-27,NO,214.0,27.5,16.0,6.0,82.0,13.67,0.0,5.1,64.0,45.0,722.0,16.04,9.0,45.1,0.703,11.28,2.0,1.0,44.0,1.0,1.0,0.0,0.0,wr,1.0,176.0,30.0,0.667,54.0,11.0,1.0,815.0,0.393,2.68,wr,,,4.39,37.5,121.0,4.31,6.97,,42.0,5072.0,646.0,450.0,617.0,24.0,2008.0,74.0,0.4375,2.0,35.0,0.0990712074303,0.1,0.142350157729,0.214285714286,1.0
